NUM,W1,W2,W3,W4,W5,W6,L1,L2,L3,L4,L5,L6,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P
1589,6817.69241787049,296.18406813371,6812.641512643,305.096709583001,6808.39134091756,290.179887254036,4.09389558425615,4.95497702278208,9.33592446002283,11.0839959526422,4.06695655143459,4.95190161427879,0.981,-0.187,0.581,-0.801,-0.126,-0.949,-0.7,-0.588,-0.898,0.044,-0.576,0.692,0.233,0.812,0.594,0.123,0.249,-0.196,0.056,-0.151,-0.001,-0.091,-0.015,-0.056,-0.018,-0.037,-0.018,-0.026,-0.018,-0.019,-0.018,-0.016
1590,6802.32642246401,297.20539182062,6808.83851164757,290.150000151263,6809.72227163268,296.283735863375,4.06474283108847,4.53699866876737,6.94226594957092,10.8469891995098,5.18761381695224,1.95458728140889,0.985,-0.165,0.672,-0.734,0.067,-0.984,-0.56,-0.781,-0.885,-0.223,-0.762,0.379,-0.28,0.741,0.328,0.599,0.447,0.088,0.232,-0.112,0.096,-0.116,0.036,-0.088,0.01,-0.065,-0.002,-0.049,-0.008,-0.038,-0.01,-0.033
1591,6806.96351087845,301.70385137973,6802.12242279916,302.663993284899,6803.71032054093,305.882082192639,3.46470426454287,9.60016080522125,7.69178719343365,13.585858711945,6.85402363279158,1.90809435765007,0.977,-0.206,0.505,-0.855,-0.302,-0.935,-0.897,-0.36,-0.789,0.528,0.153,0.752,0.377,0.137,0.191,-0.055,0.086,-0.072,0.038,-0.06,0.016,-0.048,0.005,-0.039,-0.002,-0.034,-0.007,-0.032,-0.012,-0.032,-0.017,-0.035
1592,6817.80174965804,297.022674991985,6808.31913967878,296.820804342091,6811.96171061849,310.988842810612,3.57837614173067,9.62442933730465,9.14372261664261,14.4636371648348,4.03323539618092,1.01559473594006,0.978,-0.2,0.531,-0.837,-0.247,-0.948,-0.868,-0.42,-0.773,0.456,0.013,0.639,0.265,0.238,0.198,0.037,0.123,-0.026,0.076,-0.043,0.048,-0.046,0.031,-0.046,0.02,-0.047,0.012,-0.05,0.004,-0.059,-0.005,-0.072
1593,6809.61666878541,308.712372149322,6806.50152062205,309.178343806698,6815.9734329013,301.661395200528,3.99587265805062,7.59070062250841,10.8059131776027,9.23002552133784,4.32366572949356,3.49808166019483,0.98,-0.19,0.571,-0.813,-0.161,-0.968,-0.79,-0.553,-0.91,0.22,-0.331,0.784,0.365,0.541,0.396,0.029,0.179,-0.122,0.06,-0.107,0.014,-0.075,-0.004,-0.052,-0.01,-0.038,-0.013,-0.029,-0.016,-0.024,-0.017,-0.022
1594,6816.3562508524,308.339400054176,6818.12380012862,303.581668291293,6817.73558244335,290.530657932871,1.42690052634704,4.67139224840402,7.15653773831774,7.37849122735205,4.81655494307642,1.04568016080929,0.99,-0.134,0.782,-0.617,0.356,-0.928,-0.179,-0.977,-0.678,-0.724,-0.958,-0.197,-0.816,0.417,-0.291,0.708,0.145,0.54,0.271,0.267,0.242,0.091,0.181,0.005,0.128,-0.032,0.089,-0.046,0.062,-0.049,0.047,-0.049
1595,6806.75806894818,295.038661877322,6816.06837812085,301.548305646344,6809.83326836246,297.103014415433,3.0874275079691,6.37940491600092,10.679620200927,8.87812189921597,6.24400461559961,4.10326295188487,0.98,-0.192,0.567,-0.815,-0.166,-0.967,-0.797,-0.552,-0.932,0.228,-0.33,0.855,0.473,0.519,0.377,-0.045,0.142,-0.129,0.043,-0.097,0.008,-0.066,-0.005,-0.045,-0.01,-0.033,-0.012,-0.025,-0.013,-0.021,-0.015,-0.019
1596,6802.0240055267,290.844526523986,6810.37933497339,305.72515772787,6818.49933266208,300.424605588909,2.2217658187588,8.87109724924833,6.20904042395131,9.8135622653509,5.71825526319518,1.05082340273127,0.985,-0.165,0.672,-0.733,0.071,-0.983,-0.556,-0.799,-0.943,-0.246,-0.83,0.522,-0.012,0.821,0.367,0.317,0.265,0.038,0.155,-0.039,0.09,-0.054,0.053,-0.052,0.032,-0.046,0.019,-0.041,0.011,-0.037,0.006,-0.035
1597,6808.41231407083,302.164186584804,6805.60190353625,307.974897359881,6818.30805952967,302.719278399224,2.09902782920655,6.66257997561754,14.9623233044702,13.0431007262362,6.58376793100617,2.17973501610529,0.974,-0.219,0.444,-0.885,-0.425,-0.874,-0.895,-0.116,-0.436,0.559,0.117,0.44,0.226,0.156,0.172,0.012,0.112,-0.04,0.07,-0.056,0.044,-0.061,0.027,-0.067,0.014,-0.079,-0.006,-0.115,-0.142,-0.277,-0.182,0.39
1598,6818.62333155271,301.403714469989,6807.60050432555,291.727977752789,6807.03648042439,301.796608979119,1.31041856071033,5.60313641656993,12.0642176886307,10.584395808279,9.3619716301315,3.23195740663089,0.977,-0.205,0.51,-0.849,-0.287,-0.942,-0.916,-0.356,-0.687,0.558,0.093,0.573,0.258,0.192,0.185,0.019,0.113,-0.035,0.067,-0.048,0.04,-0.049,0.023,-0.047,0.012,-0.046,0.004,-0.048,-0.004,-0.054,-0.013,-0.063
1599,6816.32433271076,291.298116616299,6813.19240866452,301.068138214662,6816.00898416973,301.944639841303,3.44085399239975,9.91738701405382,10.7039746285645,9.12528992095932,6.01240747590082,1.0966514074029,0.979,-0.195,0.552,-0.827,-0.207,-0.967,-0.853,-0.491,-0.878,0.393,-0.029,0.765,0.333,0.256,0.218,0.01,0.118,-0.045,0.064,-0.05,0.036,-0.046,0.02,-0.041,0.011,-0.037,0.005,-0.035,-0.0002875,-0.035,-0.004,-0.037
1600,6805.38708457225,307.053901690119,6809.57787162194,296.207915935438,6806.73896478173,290.8046306757,2.18771508172108,5.64484755421124,6.54292021038457,9.61409845843206,6.6618196047531,3.81987796803738,0.984,-0.168,0.663,-0.743,0.046,-0.993,-0.602,-0.787,-0.969,-0.177,-0.776,0.557,-0.037,0.849,0.473,0.375,0.344,-0.033,0.156,-0.114,0.061,-0.097,0.021,-0.071,0.003,-0.051,-0.005,-0.038,-0.008,-0.029,-0.01,-0.025
1601,6802.79979513352,302.310976208388,6808.24578471176,310.604594795925,6818.2722980157,297.863847379822,1.06143080750986,7.04369467658669,14.1547311449738,7.53036311433365,9.3369874534401,4.88568241736229,0.975,-0.213,0.47,-0.863,-0.334,-0.888,-0.863,-0.316,-0.766,0.531,0.208,0.73,0.358,0.106,0.179,-0.053,0.086,-0.068,0.042,-0.06,0.02,-0.052,0.008,-0.047,-9.411e-05,-0.045,-0.008,-0.048,-0.022,-0.062,-0.052,-0.089
1602,6803.62178069324,299.72644787777,6812.86463860652,293.080485398096,6817.72469103702,299.763938587263,3.02188871751776,6.92444176718189,13.5529470932464,14.8854219968607,9.67278252483317,1.02304986273278,0.97,-0.235,0.369,-0.921,-0.579,-0.798,-0.861,0.165,-0.155,0.572,0.196,0.274,0.182,0.058,0.117,-0.019,0.071,-0.041,0.045,-0.046,0.029,-0.049,0.018,-0.055,0.009,-0.069,-0.009,-0.107,-0.133,-0.261,-0.402,0.518
1603,6816.41642673585,290.564218761334,6803.58708002547,303.441346988776,6802.81517411468,294.487457710986,3.07527837480073,4.03571745052358,12.5760327819586,11.2986039414056,5.56148753418413,4.38719504155936,0.978,-0.199,0.529,-0.833,-0.231,-0.922,-0.779,-0.445,-0.804,0.263,-0.254,0.708,0.319,0.47,0.358,0.052,0.189,-0.103,0.075,-0.109,0.022,-0.085,-0.001,-0.064,-0.012,-0.051,-0.019,-0.043,-0.026,-0.04,-0.033,-0.042
1604,6812.15028817022,300.297729141489,6802.74761311493,303.043477946901,6806.80877880916,307.900956894544,1.83016942932705,5.03288763985001,13.2669436345781,8.06755913676209,5.82966310081463,4.17404445486068,0.981,-0.187,0.583,-0.797,-0.119,-0.953,-0.711,-0.586,-0.881,0.079,-0.481,0.676,0.217,0.623,0.382,0.158,0.237,-0.052,0.12,-0.092,0.056,-0.086,0.024,-0.072,0.006,-0.062,-0.005,-0.055,-0.014,-0.054,-0.024,-0.058
1605,6814.86917465486,296.995798899574,6812.92371420129,307.672147333873,6803.6801060438,295.834209480309,1.20036317518084,9.122181040212,9.64743807128019,11.3408451942985,4.48076805009661,2.90890783878867,0.981,-0.185,0.594,-0.797,-0.119,-0.986,-0.786,-0.585,-0.877,0.216,-0.291,0.659,0.198,0.444,0.266,0.138,0.186,-0.005,0.112,-0.05,0.065,-0.057,0.037,-0.054,0.02,-0.05,0.01,-0.046,0.002,-0.045,-0.003,-0.046
1606,6804.9732691554,291.304090583005,6802.95853532891,306.078869813889,6816.00814990173,293.148029236913,1.3427677891125,9.51142639742791,14.9027004379403,10.8355012467828,8.67430518956567,1.80618746132542,0.972,-0.226,0.412,-0.898,-0.469,-0.852,-0.951,-0.031,-0.276,0.672,0.207,0.319,0.187,0.076,0.123,-0.005,0.08,-0.03,0.054,-0.04,0.038,-0.045,0.028,-0.051,0.02,-0.065,0.008,-0.099,-0.082,-0.249,-0.286,0.344
1607,6812.72822672348,293.465278621051,6812.89576694792,310.234454382891,6813.90151055317,295.83242906077,2.43536282688355,9.40187699216786,10.5494722800444,7.45737650951963,7.83585107218719,3.77917225601668,0.978,-0.2,0.529,-0.84,-0.249,-0.947,-0.848,-0.437,-0.864,0.364,-0.108,0.904,0.528,0.261,0.253,-0.098,0.089,-0.103,0.029,-0.074,0.007,-0.051,-0.003,-0.037,-0.007,-0.029,-0.01,-0.024,-0.012,-0.021,-0.014,-0.02
1608,6811.12651470864,309.568311993852,6801.67119796913,309.119024181126,6815.28249834394,290.684582331201,4.24448010293338,9.8396141648632,8.12616634614174,12.121981656617,6.17523108750689,3.83585916934076,0.976,-0.21,0.488,-0.865,-0.333,-0.93,-0.93,-0.325,-0.791,0.587,0.229,0.862,0.494,0.036,0.166,-0.141,0.042,-0.1,0.005,-0.062,-0.007,-0.04,-0.01,-0.028,-0.012,-0.02,-0.012,-0.016,-0.014,-0.014,-0.016,-0.014
1609,6813.70767178649,301.128135696629,6807.52806263903,300.659246605868,6817.72632785235,306.617677123233,3.50584161335769,9.9317156339909,7.17578812301118,14.2083103986941,7.78130260061767,1.01577329715896,0.976,-0.208,0.493,-0.861,-0.323,-0.917,-0.88,-0.325,-0.747,0.528,0.173,0.692,0.332,0.124,0.173,-0.036,0.086,-0.056,0.045,-0.051,0.024,-0.044,0.013,-0.04,0.005,-0.037,-0.0002832,-0.038,-0.007,-0.043,-0.014,-0.051
1610,6815.23549431802,304.472437431247,6815.76154240865,307.287030845353,6802.80931082831,307.425839618351,1.36246158901381,5.37597118125716,7.54209259556275,12.3489390367515,9.41664513006133,2.21774683796353,0.981,-0.185,0.594,-0.799,-0.122,-0.981,-0.777,-0.578,-0.865,0.212,-0.28,0.638,0.175,0.422,0.24,0.149,0.18,0.015,0.118,-0.035,0.075,-0.05,0.047,-0.053,0.029,-0.052,0.017,-0.051,0.008,-0.053,0.001,-0.056
1611,6801.1932027825,294.767576810135,6807.14544980796,290.150486284462,6801.29777085412,297.704388249551,4.1071898025472,5.08493734687477,11.0576607357399,12.156957058683,5.50904385341818,4.20685098042404,0.977,-0.204,0.509,-0.849,-0.278,-0.918,-0.829,-0.391,-0.794,0.368,-0.129,0.782,0.458,0.368,0.322,-0.078,0.113,-0.133,0.028,-0.095,-0.001,-0.064,-0.011,-0.044,-0.015,-0.033,-0.017,-0.026,-0.02,-0.024,-0.024,-0.023
1612,6801.08033244003,301.774645177824,6804.22552650869,302.223294588786,6817.77575466479,302.994034212,4.18344182086947,6.73338345166043,14.3601089272881,14.059209992241,6.26937029218936,1.1227170740826,0.972,-0.225,0.417,-0.897,-0.47,-0.845,-0.888,-0.053,-0.393,0.599,0.191,0.426,0.244,0.096,0.151,-0.024,0.085,-0.051,0.049,-0.054,0.029,-0.054,0.017,-0.056,0.008,-0.065,-0.007,-0.094,-0.088,-0.22,-0.343,0.52
1613,6804.88843026011,294.375018111508,6802.53155356158,304.743871946187,6803.07960751948,303.973182988442,2.38827234946388,9.19306743472251,11.4824290657312,11.262492914254,9.27665616048329,4.78471997070262,0.971,-0.231,0.391,-0.913,-0.517,-0.84,-0.982,-0.005,-0.331,0.871,0.457,0.305,0.228,-0.066,0.08,-0.084,0.026,-0.061,0.006,-0.043,-0.003,-0.032,-0.007,-0.026,-0.01,-0.023,-0.014,-0.022,-0.02,-0.023,-0.028,-0.027
1614,6807.57295818609,294.600994916617,6801.33207971197,299.852336417616,6811.50743157307,291.435531550729,4.79618129991967,9.13354066738727,9.59225242915049,8.37560051956453,4.4159534051573,3.72515080766553,0.979,-0.193,0.559,-0.822,-0.187,-0.97,-0.833,-0.526,-0.91,0.309,-0.229,0.821,0.435,0.475,0.38,-0.044,0.137,-0.143,0.032,-0.102,-0.001,-0.064,-0.011,-0.041,-0.013,-0.028,-0.014,-0.021,-0.014,-0.016,-0.015,-0.014
1615,6802.15217598939,306.871257320952,6806.52323032514,292.984763225654,6808.38623847065,294.97899640587,1.94123463518218,6.5131623000118,8.38646174481277,14.7474578792912,7.82163579763642,4.46613519129715,0.976,-0.209,0.492,-0.862,-0.331,-0.929,-0.921,-0.3,-0.68,0.573,0.139,0.638,0.336,0.161,0.2,-0.04,0.095,-0.073,0.042,-0.066,0.017,-0.054,0.003,-0.045,-0.004,-0.039,-0.011,-0.038,-0.019,-0.041,-0.03,-0.05
1616,6812.34611126568,292.91536884974,6816.43352908775,294.751288912913,6807.12085268254,293.446227732415,4.59530112767758,4.28796953132985,10.2110618105786,8.73527240904243,5.24519615862972,4.11844246558,0.982,-0.182,0.602,-0.784,-0.074,-0.96,-0.67,-0.652,-0.928,-0.028,-0.657,0.656,0.136,0.871,0.627,0.22,0.297,-0.192,0.073,-0.162,0.005,-0.099,-0.013,-0.06,-0.017,-0.039,-0.017,-0.027,-0.017,-0.02,-0.017,-0.017
1617,6815.5090944783,300.831786628239,6805.80110275895,298.697898849974,6813.20998606831,309.647374473672,3.63922450816309,6.49260465911513,9.37410941682652,11.3514900533002,4.01324157841687,3.28761229517404,0.981,-0.185,0.594,-0.796,-0.111,-0.97,-0.731,-0.606,-0.915,0.097,-0.475,0.714,0.251,0.643,0.421,0.132,0.233,-0.092,0.095,-0.11,0.032,-0.085,0.006,-0.062,-0.006,-0.046,-0.011,-0.036,-0.014,-0.03,-0.016,-0.027
1618,6806.47176652578,300.511034238271,6804.44375092752,290.899532436795,6816.74517190016,294.291642284786,1.10893691298414,6.49918678591784,6.53459202317284,9.93499503914601,6.06938338229247,2.64565819018482,0.986,-0.16,0.691,-0.716,0.118,-0.985,-0.513,-0.846,-0.936,-0.313,-0.862,0.433,-0.166,0.803,0.323,0.432,0.302,0.096,0.191,-0.026,0.111,-0.056,0.064,-0.058,0.037,-0.052,0.021,-0.046,0.011,-0.04,0.006,-0.037
1619,6814.33195488177,300.140371064641,6804.41407149736,310.645282869888,6808.50370022988,296.44321743806,1.00678212184117,7.83522344361329,6.71428453088193,13.8637470969798,5.19801521286817,2.92315853452022,0.982,-0.179,0.619,-0.771,-0.041,-0.98,-0.694,-0.691,-0.963,0.034,-0.489,0.697,0.176,0.568,0.302,0.189,0.216,0.01,0.133,-0.046,0.08,-0.058,0.048,-0.058,0.029,-0.055,0.017,-0.053,0.008,-0.053,0.002,-0.057
1620,6811.63014370519,298.935300801122,6813.0824363353,299.409018204958,6808.33782045522,304.158076282351,4.68399936580271,8.96724145114283,7.97081120998766,14.0990222971997,6.21922355258234,1.78147061924905,0.976,-0.209,0.49,-0.864,-0.332,-0.92,-0.898,-0.315,-0.757,0.546,0.196,0.757,0.389,0.096,0.177,-0.074,0.073,-0.077,0.03,-0.06,0.011,-0.046,0.001,-0.037,-0.004,-0.032,-0.009,-0.03,-0.014,-0.031,-0.02,-0.034
1621,6816.82106561067,308.410997302772,6807.4188699906,310.821659121551,6816.17542162581,304.45233912666,4.36161297010326,9.40974254930579,10.6950328613779,9.23630889674192,9.93918021055624,2.73853740485313,0.973,-0.222,0.433,-0.89,-0.432,-0.885,-0.965,-0.161,-0.612,0.769,0.506,0.584,0.319,-0.079,0.098,-0.107,0.028,-0.072,0.005,-0.048,-0.004,-0.034,-0.008,-0.025,-0.01,-0.021,-0.012,-0.018,-0.015,-0.018,-0.019,-0.018
1622,6807.72865354072,309.917432463312,6812.61859397728,292.282689013389,6807.98686262287,303.876700972841,4.14890095473117,4.96136731220333,10.9204891601143,8.93566144876901,6.13240059466956,1.29329894953987,0.982,-0.179,0.618,-0.771,-0.04,-0.98,-0.69,-0.687,-0.94,0.012,-0.557,0.655,0.151,0.674,0.386,0.204,0.245,-0.035,0.124,-0.079,0.061,-0.073,0.029,-0.061,0.013,-0.05,0.004,-0.043,-0.003,-0.039,-0.006,-0.038
1623,6818.84302128956,291.365269261791,6811.15328799739,292.175209626629,6814.54161929105,302.804793959176,4.4805244613988,8.37066437981164,6.46131941172434,13.4596342798549,7.84483594094323,2.35524494923076,0.976,-0.207,0.5,-0.858,-0.314,-0.926,-0.871,-0.337,-0.771,0.443,0.003,0.858,0.519,0.164,0.211,-0.118,0.068,-0.1,0.02,-0.068,0.002,-0.047,-0.005,-0.035,-0.009,-0.027,-0.012,-0.023,-0.015,-0.022,-0.018,-0.022
1624,6812.39441863323,304.842461329044,6811.19883047916,305.455153983171,6805.61168748662,300.1851272461,2.06919302165502,7.10868671301607,14.5610868014396,11.8201881483456,5.38088837910969,4.97287118831402,0.974,-0.22,0.436,-0.888,-0.423,-0.855,-0.865,-0.158,-0.553,0.548,0.147,0.593,0.349,0.135,0.196,-0.066,0.085,-0.088,0.033,-0.074,0.009,-0.061,-0.004,-0.052,-0.013,-0.05,-0.027,-0.056,-0.067,-0.085,-0.363,-0.104
1625,6815.72393845726,295.202533509404,6803.86338115224,310.634857525755,6817.89782477871,300.983991847696,4.96457590905635,6.4044711174163,8.91984513278486,14.4225846447775,6.60199730813503,4.07885721627951,0.974,-0.216,0.455,-0.88,-0.388,-0.888,-0.906,-0.232,-0.675,0.581,0.189,0.777,0.502,0.059,0.171,-0.157,0.036,-0.109,-0.001,-0.066,-0.011,-0.042,-0.014,-0.029,-0.016,-0.022,-0.018,-0.019,-0.022,-0.018,-0.028,-0.019
1626,6801.44140573125,291.501863209666,6802.2376259417,304.366878695166,6807.39595605914,310.585384692323,1.05637346839422,8.18758357198648,12.6268253467814,7.83161172596751,7.9973830492136,4.92075035042414,0.977,-0.206,0.503,-0.853,-0.297,-0.92,-0.85,-0.363,-0.797,0.43,0.051,0.815,0.411,0.17,0.205,-0.056,0.091,-0.074,0.042,-0.062,0.019,-0.05,0.007,-0.041,-0.0003401,-0.037,-0.006,-0.035,-0.012,-0.037,-0.018,-0.041
1627,6803.05927228343,291.405797317347,6808.32677748405,292.315906459799,6815.00615291847,300.229335093731,4.1133957434699,6.56498516044126,6.13126267392655,7.35138400445303,9.44945776440606,4.34169861184571,0.981,-0.185,0.594,-0.797,-0.109,-0.985,-0.766,-0.616,-0.926,0.133,-0.498,0.703,0.218,0.821,0.695,0.039,0.176,-0.24,0.019,-0.133,-0.011,-0.071,-0.016,-0.042,-0.016,-0.026,-0.014,-0.018,-0.013,-0.013,-0.013,-0.011
1628,6808.4134217707,295.111692475896,6808.11765631835,303.476643133795,6815.82630639631,308.36869511635,4.4382500060175,7.08933475098265,8.37611209043448,10.4174785094451,7.13688620170697,1.25408092740023,0.98,-0.188,0.582,-0.807,-0.144,-0.983,-0.798,-0.569,-0.924,0.213,-0.335,0.834,0.436,0.465,0.315,-0.009,0.139,-0.082,0.06,-0.072,0.026,-0.055,0.011,-0.043,0.002,-0.034,-0.002,-0.029,-0.006,-0.026,-0.008,-0.024
1629,6804.19756563958,310.946242269165,6813.87140373955,293.416384688418,6809.23600387389,295.28653587907,1.39479863174112,5.28128756061135,10.3911708017809,7.35816138321012,9.71131382524837,4.77401340955005,0.98,-0.191,0.569,-0.808,-0.147,-0.96,-0.771,-0.577,-0.962,0.2,-0.282,0.879,0.405,0.413,0.298,0.018,0.151,-0.068,0.073,-0.072,0.034,-0.061,0.014,-0.05,0.004,-0.041,-0.003,-0.036,-0.008,-0.033,-0.011,-0.032
1630,6811.12875157355,292.969230121891,6801.23599142734,299.756827091878,6808.36914567184,306.611300680015,1.20469723056911,4.61498394599635,14.508403679203,12.6802098737001,9.71357944145958,4.13531946151075,0.972,-0.225,0.416,-0.896,-0.467,-0.857,-0.932,-0.031,-0.311,0.629,0.183,0.355,0.203,0.098,0.141,-0.003,0.09,-0.038,0.058,-0.049,0.037,-0.053,0.023,-0.058,0.01,-0.068,-0.006,-0.091,-0.062,-0.156,-0.375,-0.211
1631,6806.83111278588,302.623772485502,6818.68993969908,292.012566679915,6817.17899960513,299.792147548529,1.66258721718429,6.30482636150859,7.18486798917858,13.6579747352218,7.18603528931728,2.10229771149264,0.981,-0.185,0.595,-0.796,-0.115,-0.979,-0.762,-0.591,-0.883,0.177,-0.326,0.664,0.194,0.46,0.267,0.147,0.19,0.001,0.117,-0.046,0.07,-0.057,0.042,-0.056,0.024,-0.053,0.013,-0.051,0.004,-0.052,-0.002,-0.056
1632,6801.86851634651,292.236210086682,6806.51546557466,302.696195704813,6816.82325885056,309.4648173334,2.2384745856767,4.42310593520648,11.7475314585121,14.7977827955721,7.77026996382959,3.77003141905008,0.975,-0.214,0.464,-0.877,-0.389,-0.893,-0.892,-0.182,-0.513,0.534,0.08,0.498,0.25,0.194,0.2,0.012,0.122,-0.054,0.066,-0.068,0.033,-0.066,0.013,-0.062,-0.001,-0.06,-0.014,-0.066,-0.035,-0.085,-0.083,-0.129
1633,6812.24170219592,301.321638867782,6801.84633101232,300.748305021414,6818.99513793561,307.617205988133,2.50111756163817,8.78315948524962,11.7124272537118,14.8912383756663,7.75285638811325,3.04313339891662,0.971,-0.231,0.389,-0.915,-0.532,-0.834,-0.951,0.059,-0.23,0.722,0.297,0.309,0.22,0.014,0.112,-0.054,0.053,-0.058,0.024,-0.051,0.009,-0.044,0.0001386,-0.041,-0.007,-0.041,-0.017,-0.049,-0.041,-0.072,-0.117,-0.131
1634,6817.32824928175,303.941305780836,6814.4702988459,304.564012222498,6811.96872367535,308.225459266917,3.1649859120984,6.9117167208106,14.6935532544418,9.96097052780431,9.27916582965246,3.15071864185924,0.971,-0.228,0.407,-0.894,-0.461,-0.857,-0.966,-0.082,-0.421,0.763,0.348,0.437,0.285,0.007,0.129,-0.08,0.051,-0.075,0.018,-0.059,0.002,-0.047,-0.006,-0.041,-0.014,-0.04,-0.024,-0.045,-0.056,-0.069,-0.249,-0.135
1635,6818.18167959344,292.325131516045,6802.94112832985,308.004768815905,6810.88204732366,301.37432010044,1.49391248530606,9.59436856915009,9.50974033780104,7.87218465977252,9.68227737174431,2.07268221068042,0.979,-0.196,0.546,-0.825,-0.201,-0.942,-0.791,-0.507,-0.929,0.284,-0.101,0.879,0.384,0.273,0.233,-0.001,0.121,-0.052,0.064,-0.055,0.035,-0.049,0.019,-0.043,0.009,-0.038,0.002,-0.035,-0.003,-0.035,-0.007,-0.035
1636,6803.51129713704,298.876445164586,6816.48285604259,296.877041046067,6808.27680894179,294.673674224768,3.55468188069848,8.55165817489935,7.84403045717479,7.24895367018693,8.3989595028185,1.74134472376823,0.982,-0.183,0.604,-0.788,-0.085,-0.981,-0.724,-0.642,-0.95,0.048,-0.595,0.774,0.427,0.746,0.428,0.004,0.171,-0.109,0.067,-0.089,0.025,-0.064,0.008,-0.047,-0.0003576,-0.036,-0.005,-0.028,-0.007,-0.024,-0.009,-0.021
1637,6810.10863157534,300.017962339708,6806.42878626521,293.13073883465,6812.60848446809,292.831278108335,2.48556719498284,7.39219452659357,12.6577389674727,8.24681051001395,8.316551580214,3.25601967228345,0.977,-0.206,0.504,-0.849,-0.284,-0.931,-0.886,-0.388,-0.817,0.5,0.1,0.789,0.41,0.174,0.216,-0.064,0.092,-0.085,0.037,-0.069,0.013,-0.053,0.001,-0.042,-0.006,-0.036,-0.011,-0.033,-0.016,-0.033,-0.023,-0.036
1638,6812.59750433419,303.961735035574,6814.13502638788,307.099494518782,6813.01838447931,308.143619619507,4.93413051520336,4.3717087206129,10.8470741709082,11.3825718565201,9.45572750436772,4.00438805987573,0.974,-0.217,0.456,-0.875,-0.383,-0.901,-0.935,-0.207,-0.584,0.6,0.139,0.636,0.426,0.16,0.217,-0.127,0.056,-0.117,0.004,-0.074,-0.01,-0.047,-0.015,-0.033,-0.016,-0.024,-0.018,-0.02,-0.021,-0.018,-0.025,-0.018
1639,6803.03023400648,299.226994102683,6803.23127920381,303.54969778096,6816.57179360748,307.750142653167,2.43229753880739,7.41847522523027,14.5936852846779,14.2482119130773,5.20578260318112,2.52566117090219,0.973,-0.221,0.431,-0.893,-0.449,-0.852,-0.868,-0.086,-0.422,0.54,0.112,0.443,0.236,0.158,0.18,0.005,0.112,-0.049,0.067,-0.063,0.039,-0.066,0.021,-0.07,0.006,-0.081,-0.017,-0.116,-0.173,-0.279,-0.13,0.443
1640,6802.68358447753,291.708314924091,6815.49436014176,305.290431043473,6818.89038786573,304.08885063418,2.45768659383054,5.36981417876012,11.8594090256655,7.29795990413904,4.82002044401178,1.81742748813711,0.984,-0.167,0.662,-0.735,0.062,-0.973,-0.556,-0.78,-0.907,-0.217,-0.75,0.447,-0.153,0.717,0.285,0.441,0.318,0.119,0.217,-0.029,0.129,-0.072,0.074,-0.076,0.041,-0.071,0.021,-0.064,0.009,-0.06,0.002,-0.059
