NUM,W1,W2,W3,W4,W5,W6,L1,L2,L3,L4,L5,L6,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P
5222,6809.93966714406,290.247580950043,6810.90097427153,306.271592724874,6807.36577581267,308.448993327144,1.65318189449039,8.90591349895969,11.2950497748493,7.42926721866123,8.67531247599227,3.09826744939992,0.978,-0.199,0.531,-0.835,-0.235,-0.939,-0.827,-0.458,-0.882,0.354,-0.057,0.862,0.42,0.25,0.238,-0.035,0.111,-0.073,0.052,-0.065,0.023,-0.053,0.009,-0.043,0.001,-0.037,-0.004,-0.034,-0.009,-0.033,-0.013,-0.034
5223,6812.89049392671,296.818494127996,6815.36162603844,296.388528006328,6802.62651581765,303.28367309691,1.67942033488404,6.87345609662473,12.8167540948844,8.29581399333432,5.72532628334324,1.64510250493858,0.982,-0.182,0.606,-0.783,-0.078,-0.975,-0.719,-0.635,-0.903,0.103,-0.393,0.642,0.143,0.488,0.252,0.189,0.198,0.033,0.134,-0.027,0.088,-0.048,0.059,-0.054,0.039,-0.056,0.026,-0.059,0.017,-0.065,0.009,-0.075
5224,6813.37648921795,298.174137256206,6815.92050431578,306.88542346434,6817.15359835201,298.332564905802,1.29676907399406,5.48305111251701,13.9011277685483,8.44004819343279,7.17594496211686,3.0832343735503,0.979,-0.193,0.56,-0.812,-0.165,-0.951,-0.778,-0.533,-0.87,0.245,-0.235,0.71,0.26,0.405,0.267,0.096,0.175,-0.022,0.106,-0.056,0.064,-0.062,0.038,-0.062,0.022,-0.061,0.01,-0.064,-0.003,-0.075,-0.019,-0.097
5225,6813.7762812911,305.233281966995,6812.60078556676,310.44969003794,6806.58646470091,300.1965942491,3.26267788554384,7.55159798512301,7.91772509876414,13.6668731820671,5.15466545001892,2.99418020588019,0.979,-0.194,0.555,-0.823,-0.193,-0.961,-0.818,-0.51,-0.892,0.289,-0.224,0.816,0.414,0.421,0.325,-0.01,0.147,-0.099,0.058,-0.089,0.02,-0.067,0.003,-0.051,-0.006,-0.04,-0.011,-0.034,-0.015,-0.031,-0.019,-0.031
5226,6811.00491556257,300.769007889098,6810.1006107193,292.686614344502,6818.56262946442,296.065822922349,3.09398995576056,7.65782219113875,8.30408482039105,11.1626466343161,4.04548027183425,3.90253680522517,0.981,-0.184,0.597,-0.793,-0.099,-0.977,-0.739,-0.629,-0.947,0.101,-0.481,0.75,0.287,0.663,0.445,0.103,0.222,-0.114,0.08,-0.114,0.023,-0.082,0.001,-0.057,-0.008,-0.041,-0.012,-0.03,-0.013,-0.024,-0.015,-0.021
5227,6802.66090636921,306.850136479151,6805.43887551268,292.648607957859,6816.26222179461,308.430652314659,1.36296359028667,9.30721260351236,10.7762392552555,14.3617702818789,5.92495577557925,2.75268729749463,0.975,-0.212,0.478,-0.871,-0.368,-0.919,-0.936,-0.213,-0.525,0.598,0.135,0.484,0.24,0.151,0.168,0.005,0.102,-0.039,0.06,-0.049,0.036,-0.049,0.021,-0.049,0.011,-0.05,0.002,-0.055,-0.01,-0.07,-0.027,-0.097
5228,6811.19739311546,309.200769220268,6816.61280067479,293.297219719299,6810.67349586587,299.506712212541,4.51416318775541,7.261546463204,14.223359207322,12.8734779855461,7.04012631850523,4.79576169071741,0.968,-0.241,0.335,-0.928,-0.577,-0.764,-0.918,0.103,-0.237,0.805,0.469,0.302,0.239,-0.107,0.064,-0.108,0.01,-0.07,-0.007,-0.045,-0.013,-0.032,-0.016,-0.026,-0.02,-0.024,-0.029,-0.026,-0.064,-0.04,-0.369,-0.017
5229,6804.61390127922,293.453591642056,6809.9753932047,302.15318395847,6816.37245024835,293.924001205244,3.60144720471969,7.00943629718058,6.27985847549562,7.71892449306271,7.90162542726446,4.17576739963587,0.982,-0.179,0.62,-0.779,-0.054,-0.992,-0.712,-0.686,-0.966,0.015,-0.635,0.682,0.157,0.924,0.715,0.106,0.22,-0.226,0.04,-0.139,-0.002,-0.078,-0.012,-0.047,-0.013,-0.03,-0.013,-0.02,-0.012,-0.015,-0.012,-0.012
5230,6816.24663777035,301.153994604796,6809.76572396781,297.841440847788,6801.73550359464,297.912120653151,4.97908794653829,5.74408413270956,13.2532484630843,7.51785532397656,9.46258548833822,3.92657485897436,0.973,-0.218,0.452,-0.863,-0.346,-0.895,-0.929,-0.299,-0.759,0.622,0.249,0.856,0.535,0.011,0.16,-0.172,0.03,-0.111,-0.004,-0.066,-0.013,-0.042,-0.015,-0.029,-0.017,-0.023,-0.019,-0.02,-0.024,-0.019,-0.031,-0.021
5231,6809.28368685356,296.691659193793,6802.79110201278,309.773148837104,6805.59544939972,294.404649842187,2.9510830814545,6.04997082307476,6.2366367827231,14.8802307488619,7.72722626315563,1.6838329703945,0.98,-0.19,0.573,-0.812,-0.169,-0.963,-0.772,-0.507,-0.802,0.196,-0.342,0.619,0.194,0.519,0.334,0.144,0.214,-0.043,0.111,-0.081,0.055,-0.077,0.026,-0.067,0.01,-0.059,-0.001,-0.056,-0.01,-0.058,-0.021,-0.066
5232,6816.68792992122,299.442214690817,6801.08256808255,295.467807107037,6818.19275166198,294.212129165837,4.81037537713727,8.95556179334397,7.1065090662674,10.4076785307255,5.22310975459499,3.29760637774406,0.98,-0.192,0.567,-0.816,-0.168,-0.972,-0.807,-0.557,-0.955,0.234,-0.346,0.915,0.579,0.524,0.373,-0.114,0.111,-0.145,0.025,-0.094,-0.001,-0.058,-0.009,-0.038,-0.011,-0.026,-0.012,-0.019,-0.012,-0.015,-0.012,-0.013
5233,6812.12209421916,292.243448331347,6809.6217582186,300.611202592507,6816.49814091532,301.170037799637,3.80601288914759,5.45893679968802,13.49390104507,9.6365849224132,6.20541996261122,2.09956059001645,0.978,-0.199,0.535,-0.827,-0.217,-0.944,-0.827,-0.465,-0.831,0.337,-0.158,0.741,0.349,0.377,0.296,0.02,0.154,-0.078,0.072,-0.082,0.031,-0.07,0.011,-0.058,-0.0003731,-0.051,-0.009,-0.048,-0.018,-0.052,-0.03,-0.063
5234,6812.13342573479,290.860265506513,6804.16944015876,301.36842889738,6806.65567193068,303.350346955663,2.61131865223224,5.21941096026217,7.83596044237867,11.5730710763622,9.49380288657054,3.96234495955503,0.979,-0.197,0.546,-0.832,-0.225,-0.967,-0.869,-0.456,-0.816,0.398,-0.104,0.719,0.343,0.351,0.292,0.008,0.144,-0.088,0.057,-0.085,0.018,-0.065,0.001,-0.049,-0.007,-0.038,-0.011,-0.031,-0.014,-0.027,-0.017,-0.026
5235,6816.13762362651,290.732417357919,6817.58195207045,308.744285264782,6809.11022619466,305.003789506546,2.38989334062394,9.12702248326916,10.7143030557156,12.5745512229738,6.84810446050122,1.17996000311252,0.977,-0.205,0.507,-0.856,-0.309,-0.943,-0.931,-0.323,-0.648,0.592,0.131,0.539,0.247,0.161,0.166,0.012,0.1,-0.031,0.061,-0.041,0.038,-0.042,0.024,-0.041,0.015,-0.041,0.009,-0.044,0.002,-0.051,-0.005,-0.062
5236,6804.4987187033,302.824949495654,6818.12343494184,308.072671958894,6810.72269104794,299.167946762848,1.47233169793165,5.82449276903607,8.51346822686084,11.7472517564763,6.50650093636551,3.56559864155256,0.982,-0.182,0.609,-0.788,-0.084,-0.988,-0.746,-0.643,-0.949,0.124,-0.402,0.736,0.248,0.526,0.316,0.129,0.198,-0.029,0.108,-0.065,0.056,-0.064,0.028,-0.056,0.013,-0.047,0.003,-0.041,-0.003,-0.038,-0.007,-0.036
5237,6805.85273707594,301.172262813234,6812.69708526722,304.909181192686,6813.98833693661,298.617204770002,2.81428852690803,9.0358417301354,12.7687843675528,12.4648064803357,9.60882929271879,4.26788939182587,0.968,-0.242,0.336,-0.934,-0.608,-0.778,-0.96,0.189,-0.044,0.818,0.386,0.161,0.176,-0.068,0.064,-0.074,0.021,-0.055,0.003,-0.041,-0.004,-0.032,-0.009,-0.027,-0.013,-0.026,-0.02,-0.029,-0.037,-0.038,-0.076,-0.059
5238,6807.95601421146,298.190688170326,6807.71535705117,304.98957238239,6806.15866599284,305.868524404098,2.7368543896013,4.79525936553442,13.5930119291751,13.929544739451,8.60324155940136,4.70557662552292,0.971,-0.231,0.387,-0.909,-0.51,-0.82,-0.912,0.013,-0.313,0.663,0.252,0.388,0.262,0.054,0.146,-0.061,0.066,-0.076,0.025,-0.066,0.004,-0.055,-0.007,-0.048,-0.017,-0.047,-0.03,-0.053,-0.067,-0.076,-0.209,-0.131
5239,6817.23370438697,300.341425705273,6813.41820490242,310.06494289834,6814.58846025596,308.055687115614,2.46970610041654,5.06452968060117,13.5516060696908,10.072177562584,8.0755470702878,3.73071159772537,0.976,-0.209,0.492,-0.854,-0.306,-0.92,-0.893,-0.34,-0.72,0.524,0.076,0.666,0.342,0.213,0.229,-0.026,0.115,-0.079,0.051,-0.076,0.02,-0.063,0.003,-0.053,-0.006,-0.047,-0.014,-0.045,-0.026,-0.05,-0.043,-0.062
5240,6810.95680218905,310.716786551079,6809.69741305618,306.684359912279,6812.36579309479,297.498912086839,3.78248490248058,4.12465153491962,12.398795495231,8.58679753182306,8.68333477598269,3.50632881798914,0.977,-0.201,0.527,-0.826,-0.212,-0.94,-0.838,-0.484,-0.866,0.363,-0.147,0.78,0.395,0.404,0.342,-0.016,0.15,-0.121,0.049,-0.103,0.009,-0.073,-0.006,-0.053,-0.013,-0.04,-0.017,-0.033,-0.021,-0.03,-0.026,-0.029
5241,6801.93917565782,300.146630933333,6805.93338157762,304.917509454075,6814.76595837133,293.760499609332,2.45897047482881,4.06577592692242,14.7730413297144,9.6926465026916,4.09391633943281,3.61583732578747,0.98,-0.19,0.566,-0.805,-0.149,-0.924,-0.68,-0.524,-0.779,0.063,-0.474,0.525,0.038,0.605,0.346,0.304,0.315,0.012,0.186,-0.101,0.093,-0.118,0.039,-0.108,0.009,-0.098,-0.013,-0.096,-0.041,-0.11,-0.098,-0.146
5242,6817.07813281325,294.687705155896,6817.66933119106,308.002022869256,6812.88213883723,305.281641242113,3.65204978798723,5.3316686972129,11.2825173342152,12.6060224484079,9.90582985225497,1.45848726111609,0.975,-0.214,0.471,-0.871,-0.382,-0.915,-0.921,-0.179,-0.519,0.549,0.095,0.526,0.285,0.177,0.196,-0.019,0.101,-0.065,0.049,-0.063,0.022,-0.055,0.008,-0.048,-0.001,-0.045,-0.009,-0.046,-0.019,-0.052,-0.032,-0.062
5243,6814.77180860972,297.448899394212,6815.70875220515,308.123041962292,6803.00842559186,296.697848730062,3.15372835735756,6.27874908044289,7.08302422282842,14.9402356638501,7.32696070917819,1.31183845052643,0.98,-0.193,0.56,-0.821,-0.198,-0.96,-0.799,-0.472,-0.789,0.257,-0.26,0.649,0.251,0.441,0.295,0.09,0.177,-0.043,0.095,-0.068,0.051,-0.065,0.027,-0.059,0.013,-0.054,0.003,-0.053,-0.006,-0.058,-0.017,-0.069
5244,6804.42446200266,296.995823334351,6806.20185304311,291.195655455268,6815.22452068508,298.819394120389,4.98080745043049,7.03376774754796,6.03713299642466,13.9414660368982,5.19796231557892,1.44509835364131,0.981,-0.186,0.587,-0.8,-0.127,-0.961,-0.719,-0.57,-0.862,0.072,-0.538,0.669,0.292,0.719,0.429,0.071,0.198,-0.093,0.085,-0.091,0.037,-0.072,0.015,-0.056,0.003,-0.046,-0.003,-0.04,-0.009,-0.037,-0.013,-0.037
5245,6813.47145169109,291.763534847735,6815.68906973608,307.276371138397,6811.8913480279,308.316500368749,4.96682780713816,4.88576484591349,13.4181747325177,9.19202882593981,8.061026262816,1.28258300972388,0.976,-0.205,0.512,-0.832,-0.247,-0.94,-0.875,-0.416,-0.79,0.429,-0.058,0.749,0.401,0.293,0.262,-0.036,0.118,-0.086,0.052,-0.075,0.022,-0.061,0.007,-0.05,-0.001,-0.045,-0.008,-0.044,-0.017,-0.048,-0.027,-0.058
5246,6812.67776590228,300.605119610176,6803.83472490492,306.827748214928,6803.79041299227,297.987592616819,4.16806010326038,8.65984878405584,14.2466394766973,14.5543468081009,6.6424564020989,3.50240973696925,0.967,-0.245,0.317,-0.938,-0.624,-0.739,-0.888,0.208,-0.086,0.733,0.366,0.215,0.201,-0.059,0.076,-0.083,0.024,-0.065,0.003,-0.049,-0.006,-0.04,-0.013,-0.036,-0.022,-0.038,-0.043,-0.053,-0.212,-0.127,0.119,0.2
5247,6807.06460279126,300.606717566022,6812.93295116553,291.314903044643,6802.44839937836,296.920820202836,4.96969984696199,6.50918250153317,12.9480912704456,13.3469508892018,8.46731550615866,3.02323826855676,0.97,-0.236,0.367,-0.918,-0.551,-0.805,-0.925,0.07,-0.285,0.747,0.399,0.361,0.259,-0.059,0.089,-0.097,0.025,-0.07,0.003,-0.049,-0.006,-0.037,-0.011,-0.03,-0.015,-0.027,-0.022,-0.029,-0.038,-0.036,-0.075,-0.055
5248,6816.9311422561,301.052296484956,6801.41620263909,310.689947510129,6808.80279788554,291.20676510838,3.78094680897386,6.69073822621267,7.5889388751699,14.1956196782727,8.81873430066131,2.69521063762484,0.976,-0.209,0.489,-0.866,-0.346,-0.922,-0.897,-0.274,-0.671,0.506,0.056,0.7,0.416,0.197,0.225,-0.083,0.083,-0.098,0.027,-0.073,0.005,-0.053,-0.005,-0.041,-0.01,-0.034,-0.014,-0.03,-0.02,-0.03,-0.028,-0.034
5249,6810.15765672142,297.494560836391,6807.55469019067,298.001005124959,6817.73266104391,303.186825929022,1.41821148887879,8.16089714632899,9.29730009846519,9.56405570768571,4.19013350355843,1.37254392270028,0.985,-0.167,0.668,-0.739,0.054,-0.992,-0.606,-0.781,-0.945,-0.124,-0.614,0.54,-0.022,0.58,0.212,0.304,0.212,0.109,0.16,0.015,0.112,-0.024,0.077,-0.04,0.054,-0.045,0.038,-0.046,0.026,-0.047,0.02,-0.048
5250,6815.70660347726,310.133332387037,6806.23656202252,292.844200743413,6807.67295142631,301.897036631811,3.25937350560766,5.75547791410596,14.865581563969,14.283187418045,9.98758934544832,2.90070349138862,0.967,-0.245,0.324,-0.933,-0.629,-0.745,-0.838,0.241,-0.093,0.603,0.26,0.252,0.207,0.007,0.108,-0.061,0.049,-0.066,0.02,-0.058,0.004,-0.053,-0.008,-0.053,-0.022,-0.062,-0.058,-0.095,-0.545,-0.153,0.092,0.238
5251,6814.92144118091,297.999608320902,6813.83620469446,295.884187343876,6812.55353853449,290.631974612166,1.56175476198437,9.40091251250355,10.3041002853472,11.9106502383476,8.17305376796523,2.72576848716704,0.976,-0.211,0.48,-0.87,-0.356,-0.923,-0.953,-0.263,-0.61,0.681,0.239,0.52,0.27,0.096,0.152,-0.027,0.08,-0.05,0.043,-0.048,0.022,-0.043,0.011,-0.038,0.003,-0.036,-0.002,-0.035,-0.008,-0.038,-0.014,-0.043
5252,6806.54115793291,301.424754371143,6805.29270872892,290.430203949018,6810.16513778665,304.53296380769,2.30886450767967,9.44283215686492,10.450346138106,11.0967252260832,6.90703547276886,1.32044105558169,0.978,-0.2,0.53,-0.842,-0.258,-0.957,-0.9,-0.411,-0.766,0.524,0.084,0.625,0.271,0.196,0.183,0.017,0.108,-0.032,0.064,-0.043,0.039,-0.042,0.024,-0.04,0.014,-0.038,0.007,-0.039,0.002,-0.041,-0.003,-0.046
5253,6811.08449724057,307.768686386399,6803.53395230365,309.630104725654,6806.95328252073,298.992692395441,3.19511280171171,8.08368602021206,6.55988874344384,8.13151557349793,7.50053912370548,1.82752583245286,0.984,-0.172,0.646,-0.758,0.005,-0.99,-0.638,-0.739,-0.95,-0.119,-0.761,0.594,0.09,0.928,0.537,0.209,0.265,-0.091,0.109,-0.103,0.044,-0.078,0.017,-0.057,0.004,-0.043,-0.002,-0.033,-0.006,-0.027,-0.007,-0.024
5254,6806.60858018155,294.881498953528,6815.18348115446,302.514775917987,6816.5605683378,305.086204715666,1.87879036291801,4.55820677520281,13.2901574937208,11.4870615748017,5.34121583470109,4.32811372065224,0.979,-0.198,0.534,-0.833,-0.233,-0.927,-0.784,-0.43,-0.769,0.274,-0.224,0.653,0.26,0.419,0.298,0.087,0.187,-0.051,0.1,-0.082,0.049,-0.079,0.021,-0.07,0.004,-0.064,-0.008,-0.062,-0.021,-0.067,-0.039,-0.079
5255,6818.78751793603,295.841554893953,6818.51249263132,302.853940352938,6804.91388384817,291.291504059216,2.00233955676703,5.62942784961545,12.9068040919485,13.2019633485966,7.61655769903546,3.76864078939081,0.974,-0.217,0.455,-0.882,-0.403,-0.89,-0.918,-0.17,-0.511,0.605,0.164,0.502,0.274,0.134,0.177,-0.023,0.095,-0.061,0.048,-0.063,0.023,-0.056,0.008,-0.051,-0.002,-0.05,-0.012,-0.053,-0.028,-0.067,-0.059,-0.097
5256,6809.52302931778,294.736535365679,6816.97687980616,295.404485670659,6810.12571940112,299.900796657798,2.27829603699294,6.26688476326247,6.56117267655788,11.884935466441,7.71239612356374,2.49333224330996,0.982,-0.181,0.611,-0.786,-0.08,-0.986,-0.732,-0.641,-0.928,0.09,-0.465,0.698,0.22,0.597,0.359,0.15,0.218,-0.045,0.109,-0.079,0.051,-0.071,0.022,-0.058,0.008,-0.047,-0.001,-0.04,-0.006,-0.035,-0.009,-0.033
5257,6810.21772805008,302.006007150781,6811.8503602134,306.591312313128,6808.59199777633,300.238741477759,3.5268635076204,4.8794212771998,7.11097972503798,11.579619996837,6.51651670121012,2.07418774781148,0.983,-0.174,0.638,-0.764,-0.017,-0.99,-0.668,-0.703,-0.91,-0.038,-0.605,0.551,-0.011,0.703,0.395,0.347,0.322,-0.012,0.157,-0.102,0.067,-0.094,0.025,-0.073,0.006,-0.056,-0.003,-0.044,-0.008,-0.036,-0.011,-0.033
5258,6814.5578453044,295.827992455978,6808.28137452101,302.02866096143,6803.18943786277,295.935602283664,1.49861849335612,4.14571980983948,13.9559612759231,11.3670633755483,9.48363914254892,3.13370964436869,0.975,-0.212,0.48,-0.861,-0.341,-0.916,-0.919,-0.243,-0.535,0.551,0.072,0.476,0.212,0.195,0.179,0.042,0.125,-0.023,0.083,-0.048,0.053,-0.057,0.033,-0.062,0.019,-0.067,0.004,-0.079,-0.019,-0.108,-0.069,-0.159
5259,6808.70551142608,297.925967450698,6808.35522543312,294.895130934521,6801.80041225862,302.992896519217,4.72353364091092,5.70632732204448,6.21679384758617,11.0478883953452,4.61231263454863,2.48044074676649,0.984,-0.169,0.655,-0.748,0.029,-0.98,-0.589,-0.751,-0.905,-0.19,-0.79,0.451,-0.199,0.887,0.561,0.519,0.42,-0.081,0.157,-0.154,0.05,-0.114,0.01,-0.077,-0.004,-0.053,-0.01,-0.038,-0.012,-0.029,-0.013,-0.024
5260,6814.26322788757,292.740765294554,6810.72809449889,307.297781469552,6811.58378197575,308.066768653616,4.3846369313312,7.81514197077789,13.1783617513835,7.04979802187572,4.59340445272531,3.2761033871642,0.979,-0.196,0.545,-0.824,-0.201,-0.949,-0.809,-0.492,-0.853,0.286,-0.251,0.745,0.35,0.489,0.382,0.027,0.178,-0.124,0.06,-0.112,0.013,-0.08,-0.005,-0.058,-0.013,-0.044,-0.018,-0.037,-0.024,-0.034,-0.031,-0.036
5261,6807.7211526427,304.104348151639,6817.97029807701,304.668076750412,6801.59024550307,296.03020539139,4.26905778135194,8.80422905717956,7.23565505943415,7.9990120495935,8.21117508150306,2.83433201368079,0.98,-0.191,0.572,-0.813,-0.162,-0.978,-0.804,-0.553,-0.924,0.207,-0.43,0.86,0.622,0.637,0.385,-0.147,0.103,-0.146,0.023,-0.09,-1.165e-05,-0.056,-0.007,-0.037,-0.01,-0.026,-0.01,-0.019,-0.011,-0.015,-0.011,-0.013
5262,6809.19714945688,307.097246346564,6806.67846405277,299.367376695883,6801.73747467614,294.432072562054,1.78889038568793,6.64402390210208,8.50048348302554,7.79530048082311,9.1766018763942,1.76209937028933,0.983,-0.176,0.631,-0.764,-0.015,-0.98,-0.653,-0.722,-0.978,-0.061,-0.622,0.708,0.199,0.665,0.349,0.185,0.223,-0.011,0.125,-0.057,0.068,-0.061,0.037,-0.055,0.02,-0.047,0.009,-0.041,0.002,-0.037,-0.002,-0.035
5263,6803.44572765468,305.97555367003,6809.72193363435,299.451853863315,6807.02157771716,293.200207869911,1.63868917739408,5.6456920319605,11.6300932748599,7.66184158151996,9.883812497082,1.1449362647897,0.981,-0.185,0.593,-0.782,-0.075,-0.965,-0.729,-0.656,-0.964,0.15,-0.31,0.712,0.196,0.431,0.238,0.148,0.176,0.023,0.12,-0.025,0.081,-0.043,0.055,-0.049,0.038,-0.051,0.026,-0.054,0.017,-0.058,0.01,-0.065
5264,6808.11030364822,302.937955356861,6804.23642143815,306.325398172171,6805.10374383266,298.386869012669,1.70444204717241,6.31709076665358,11.0905779391273,13.4993260235269,8.52390062908111,4.21444331283701,0.974,-0.216,0.458,-0.883,-0.404,-0.903,-0.953,-0.172,-0.505,0.672,0.227,0.484,0.271,0.093,0.157,-0.036,0.08,-0.059,0.04,-0.056,0.018,-0.049,0.006,-0.043,-0.002,-0.041,-0.009,-0.042,-0.019,-0.049,-0.032,-0.062
5265,6807.41464839871,297.904555250779,6814.96839536145,309.250006545182,6805.27263924976,303.444380802145,2.17800915266491,4.09682977924402,12.5938975876065,13.5532853230184,8.96393464840073,2.99296618239172,0.975,-0.214,0.466,-0.874,-0.387,-0.902,-0.904,-0.166,-0.476,0.53,0.066,0.46,0.218,0.198,0.191,0.033,0.128,-0.038,0.077,-0.061,0.043,-0.065,0.021,-0.065,0.006,-0.066,-0.008,-0.073,-0.03,-0.094,-0.07,-0.134
5266,6807.33966044326,294.329721138991,6810.37055252432,308.439801792051,6815.83516270315,290.374954985493,4.82326909469087,7.68180285761009,6.20204368900627,12.9297228030465,7.31052309818369,1.38618140068645,0.979,-0.194,0.555,-0.825,-0.207,-0.959,-0.802,-0.474,-0.836,0.239,-0.334,0.791,0.49,0.48,0.322,-0.055,0.124,-0.101,0.049,-0.078,0.019,-0.057,0.005,-0.044,-0.002,-0.035,-0.006,-0.03,-0.01,-0.028,-0.013,-0.027
5267,6811.78517660227,309.239836775916,6811.0182208677,298.584794574876,6809.77058281438,293.001549947558,1.31539649672131,7.4282932839798,7.49798201159837,14.8873280562715,6.865631016016,1.57528147059884,0.98,-0.19,0.573,-0.809,-0.158,-0.968,-0.799,-0.534,-0.843,0.282,-0.186,0.642,0.2,0.356,0.216,0.116,0.158,0.012,0.108,-0.028,0.074,-0.043,0.052,-0.049,0.037,-0.053,0.027,-0.059,0.019,-0.071,0.011,-0.091
5268,6802.04339558827,296.455703243967,6808.19799052361,291.281752190159,6805.52240805766,309.222239476552,4.97271507844132,8.92865764007582,7.48870824523697,9.79529994182533,6.61838537316932,1.85843341957028,0.98,-0.192,0.565,-0.82,-0.183,-0.975,-0.821,-0.529,-0.929,0.26,-0.287,0.935,0.572,0.38,0.291,-0.09,0.103,-0.105,0.036,-0.075,0.011,-0.052,1.133e-05,-0.037,-0.005,-0.028,-0.007,-0.022,-0.009,-0.019,-0.01,-0.017
5269,6805.41863557167,298.730598275779,6812.96228920827,302.543678035528,6806.15715032303,310.858607185072,1.29519903441339,4.36596100911037,9.37534018446422,12.5490153143286,7.2100240003485,2.97718493215538,0.981,-0.183,0.601,-0.794,-0.108,-0.985,-0.768,-0.595,-0.868,0.193,-0.301,0.621,0.148,0.432,0.234,0.17,0.187,0.029,0.127,-0.03,0.082,-0.05,0.052,-0.055,0.033,-0.055,0.019,-0.054,0.009,-0.056,0.003,-0.06
5270,6813.71037884435,291.57979092279,6812.51170889574,304.299124015115,6809.00328146162,291.388643616595,2.30647830505055,8.68826373155807,12.1031114588558,10.5612997528142,7.52979039191547,4.1845301861916,0.974,-0.218,0.452,-0.885,-0.408,-0.896,-0.949,-0.189,-0.59,0.7,0.327,0.571,0.327,0.026,0.14,-0.083,0.054,-0.074,0.019,-0.056,0.003,-0.042,-0.004,-0.033,-0.008,-0.028,-0.012,-0.027,-0.018,-0.028,-0.025,-0.032
5271,6816.67148578543,306.278309464607,6805.3320900366,305.179428171788,6805.09069043235,306.540112116648,1.07863522929635,9.84196360229075,11.6159616194815,12.2828055925867,5.35679524688465,4.65375972281158,0.975,-0.213,0.475,-0.873,-0.377,-0.913,-0.912,-0.211,-0.579,0.562,0.136,0.576,0.311,0.144,0.182,-0.036,0.089,-0.065,0.043,-0.059,0.02,-0.05,0.007,-0.044,-0.0004632,-0.04,-0.007,-0.041,-0.015,-0.046,-0.026,-0.055
5272,6804.07446567456,308.636040078698,6810.52543040487,294.99910029484,6818.1743753186,305.00203432741,2.48488493785185,9.48295407092732,12.5540284199056,14.8582254661859,8.97523412277172,2.4224160463786,0.968,-0.241,0.339,-0.934,-0.618,-0.774,-0.911,0.24,-0.022,0.658,0.269,0.191,0.17,-0.004,0.088,-0.046,0.045,-0.049,0.023,-0.045,0.01,-0.042,0.002,-0.042,-0.007,-0.048,-0.021,-0.065,-0.076,-0.124,-0.63,-0.144
5273,6818.6796598987,294.354671933449,6808.79300888103,291.916876926052,6805.51625495718,298.371634083034,1.3389256790526,8.47413838896931,10.5215308460888,10.5661101002448,8.86050729068902,3.46708418245254,0.976,-0.208,0.493,-0.863,-0.328,-0.93,-0.932,-0.318,-0.708,0.638,0.236,0.602,0.3,0.103,0.161,-0.034,0.081,-0.054,0.041,-0.05,0.021,-0.043,0.009,-0.037,0.003,-0.033,-0.003,-0.032,-0.007,-0.033,-0.012,-0.036
5274,6803.74038505803,305.805064648376,6810.90409479946,294.409195254066,6813.45596444105,298.208085529761,1.17885508101884,5.77488175539027,7.12101784453432,8.72707867253646,6.88417074224628,1.6598789527734,0.987,-0.155,0.709,-0.7,0.161,-0.979,-0.458,-0.876,-0.906,-0.39,-0.897,0.339,-0.274,0.759,0.234,0.487,0.285,0.167,0.206,0.02,0.134,-0.033,0.086,-0.048,0.055,-0.049,0.035,-0.046,0.022,-0.043,0.015,-0.041
5275,6809.28415448539,294.647632475099,6816.60459534839,290.290852961748,6802.93171815103,302.747209574078,4.74927424813068,9.75644286389365,12.542704090075,14.8366244312922,7.78369252185999,4.14221548130011,0.965,-0.254,0.277,-0.953,-0.691,-0.697,-0.892,0.342,0.129,0.775,0.383,0.047,0.13,-0.102,0.033,-0.076,0.004,-0.049,-0.006,-0.033,-0.01,-0.025,-0.013,-0.021,-0.018,-0.021,-0.027,-0.025,-0.06,-0.039,-0.258,-0.061
5276,6811.82381093783,305.103935434392,6808.19861147968,290.640720471236,6803.01669045355,310.336221624757,2.73128018828147,4.98119672607252,11.1274094866114,13.8316573823927,9.43649035305361,4.67200201709176,0.973,-0.224,0.423,-0.898,-0.464,-0.867,-0.943,-0.062,-0.39,0.666,0.233,0.438,0.278,0.077,0.157,-0.058,0.07,-0.076,0.026,-0.064,0.005,-0.051,-0.006,-0.042,-0.012,-0.037,-0.019,-0.037,-0.031,-0.042,-0.05,-0.053
5277,6804.45644402872,301.929521985736,6809.62206180646,301.410651898241,6813.48769815788,291.358805212084,2.21619566855252,8.21657001419445,7.8135721883094,14.7661045399176,8.73026595681921,2.36353003199941,0.976,-0.21,0.485,-0.866,-0.345,-0.917,-0.912,-0.278,-0.654,0.58,0.158,0.601,0.307,0.144,0.183,-0.028,0.094,-0.06,0.048,-0.058,0.023,-0.051,0.01,-0.046,0.001,-0.043,-0.006,-0.044,-0.016,-0.051,-0.03,-0.065
