NUM,W1,W2,W3,W4,L1,L2,L3,L4,S21M,S21P,S21M.1,S21P.1,S21M.2,S21P.2,S21M.3,S21P.3,S21M.4,S21P.4,S21M.5,S21P.5,S21M.6,S21P.6,S21M.7,S21P.7,S21M.8,S21P.8,S21M.9,S21P.9,S21M.10,S21P.10,S21M.11,S21P.11,S21M.12,S21P.12,S21M.13,S21P.13,S21M.14,S21P.14,S21M.15,S21P.15,W5,W6,L5,L6
4209,6813.62938145769,293.017934488383,6811.68676281189,294.084756298151,6.03276063889744,11.1449801356167,6.65484513050286,5.7805386622336,0.989,-0.141,0.755,-0.648,0.278,-0.946,-0.294,-0.932,-0.793,-0.557,-0.862,0.14,-0.373,0.487,-0.044,0.377,0.058,0.236,0.079,0.148,0.078,0.097,0.073,0.066,0.069,0.047,0.066,0.035,0.065,0.026,0.066,0.021,0.0,0.0,0.0,0.0
4210,6814.54037727988,299.881920741667,6809.54672142511,310.994510394201,2.69319734488067,7.96995326517092,6.56243252554596,3.11190398829512,0.994,-0.1,0.876,-0.478,0.616,-0.783,0.247,-0.963,-0.183,-0.969,-0.585,-0.758,-0.808,-0.353,-0.744,0.065,-0.506,0.299,-0.277,0.35,-0.125,0.316,-0.037,0.261,0.011,0.21,0.037,0.169,0.051,0.138,0.057,0.119,0.0,0.0,0.0,0.0
4211,6812.19442577812,308.366237006644,6815.36533000282,300.058389638671,2.35261828803113,6.3124795058902,5.3398138263418,4.38425495444465,0.995,-0.091,0.897,-0.436,0.683,-0.725,0.375,-0.921,0.008,-0.993,-0.377,-0.919,-0.719,-0.669,-0.899,-0.25,-0.793,0.185,-0.498,0.412,-0.233,0.426,-0.074,0.355,0.008,0.275,0.046,0.21,0.062,0.161,0.067,0.133,0.0,0.0,0.0,0.0
4212,6804.31868050101,297.182387711528,6802.98771076365,301.800574184511,3.10747350535361,6.677413889873,10.0446616919895,4.66482430251948,0.992,-0.12,0.822,-0.561,0.462,-0.873,-0.013,-0.975,-0.49,-0.812,-0.792,-0.39,-0.74,0.098,-0.448,0.349,-0.192,0.363,-0.048,0.296,0.02,0.226,0.051,0.172,0.065,0.133,0.072,0.106,0.076,0.087,0.08,0.077,0.0,0.0,0.0,0.0
4213,6814.05496043867,299.651179545665,6817.64149192864,309.707286540584,5.93782800014883,10.9854031935746,10.6555687364381,2.65474525639456,0.988,-0.146,0.74,-0.664,0.234,-0.963,-0.396,-0.892,-0.796,-0.356,-0.624,0.18,-0.299,0.321,-0.106,0.28,-0.015,0.216,0.026,0.165,0.047,0.129,0.058,0.104,0.067,0.088,0.077,0.077,0.09,0.069,0.104,0.065,0.0,0.0,0.0,0.0
4214,6813.94107953856,294.401954621307,6803.08398859952,295.389138993876,6.14000793898658,8.70627914327589,12.8595085200539,2.36915873209776,0.988,-0.147,0.734,-0.658,0.247,-0.943,-0.35,-0.901,-0.792,-0.419,-0.674,0.158,-0.331,0.337,-0.118,0.301,-0.018,0.234,0.028,0.18,0.052,0.142,0.067,0.117,0.079,0.099,0.095,0.088,0.118,0.079,0.146,0.073,0.0,0.0,0.0,0.0
4215,6802.85091273039,302.318612242576,6808.82968398396,294.968100848872,6.75183986429824,12.2339990132129,6.33625310320429,2.85418383790563,0.99,-0.135,0.775,-0.626,0.325,-0.935,-0.245,-0.937,-0.703,-0.567,-0.754,-0.017,-0.473,0.299,-0.205,0.336,-0.055,0.276,0.015,0.21,0.047,0.159,0.062,0.123,0.07,0.098,0.076,0.081,0.084,0.069,0.092,0.063,0.0,0.0,0.0,0.0
4216,6802.13697895879,308.888026773871,6812.60999010189,302.755582016653,6.23320754702419,12.9541261851174,7.90206362324026,4.14708905166987,0.988,-0.148,0.733,-0.674,0.211,-0.969,-0.416,-0.882,-0.826,-0.349,-0.653,0.236,-0.269,0.378,-0.057,0.301,0.026,0.211,0.056,0.149,0.066,0.108,0.07,0.082,0.073,0.065,0.078,0.054,0.088,0.046,0.099,0.041,0.0,0.0,0.0,0.0
4217,6812.32485802415,298.085164407607,6803.24659641027,295.43597082447,6.01687294652634,8.45049186802739,7.6821250053654,2.78202337286178,0.991,-0.122,0.815,-0.57,0.448,-0.885,-0.043,-0.992,-0.561,-0.811,-0.865,-0.298,-0.696,0.224,-0.343,0.386,-0.117,0.338,-0.01,0.255,0.035,0.188,0.054,0.14,0.062,0.107,0.065,0.084,0.066,0.068,0.068,0.058,0.0,0.0,0.0,0.0
4218,6812.8784307276,293.999714820335,6808.42509552151,301.876931224328,3.28094103403687,9.45200562533746,5.56008902638593,5.19362785298439,0.992,-0.114,0.839,-0.535,0.516,-0.846,0.081,-0.984,-0.391,-0.906,-0.793,-0.564,-0.885,-0.002,-0.569,0.393,-0.224,0.432,-0.04,0.336,0.035,0.241,0.063,0.172,0.071,0.126,0.072,0.095,0.071,0.073,0.07,0.061,0.0,0.0,0.0,0.0
4219,6801.21432763842,303.32665721882,6808.81124055922,306.362209592318,5.78573409243243,6.34087904635672,8.77351771417536,5.93249159255436,0.99,-0.13,0.79,-0.602,0.378,-0.903,-0.123,-0.956,-0.601,-0.754,-0.935,-0.25,-0.736,0.406,-0.211,0.524,0.027,0.352,0.086,0.216,0.093,0.136,0.087,0.089,0.079,0.061,0.072,0.043,0.068,0.032,0.066,0.025,0.0,0.0,0.0,0.0
4220,6805.14432627744,298.880881215606,6804.88626769786,294.736759255642,2.49262822076317,7.16094359631465,5.18266876433859,4.7228150292236,0.994,-0.096,0.885,-0.459,0.647,-0.755,0.311,-0.943,-0.083,-0.989,-0.486,-0.866,-0.813,-0.538,-0.896,-0.054,-0.662,0.33,-0.342,0.44,-0.125,0.388,-0.014,0.301,0.038,0.227,0.059,0.171,0.068,0.131,0.069,0.108,0.0,0.0,0.0,0.0
4221,6803.21506264392,301.295240678762,6805.27286660065,294.834419969459,6.39218072545636,7.32613098491985,13.309579741883,4.7439859705476,0.987,-0.154,0.709,-0.683,0.188,-0.946,-0.402,-0.869,-0.854,-0.376,-0.703,0.297,-0.236,0.439,-0.012,0.316,0.058,0.207,0.077,0.14,0.081,0.099,0.083,0.074,0.087,0.058,0.096,0.048,0.115,0.039,0.143,0.03,0.0,0.0,0.0,0.0
4222,6812.27744812991,297.356754791761,6818.29643652194,298.391652431116,3.53805482966648,10.8260240682538,12.5101972705298,4.15129159025668,0.988,-0.149,0.729,-0.677,0.197,-0.963,-0.422,-0.842,-0.755,-0.318,-0.597,0.162,-0.303,0.307,-0.113,0.282,-0.019,0.224,0.027,0.174,0.051,0.139,0.065,0.115,0.079,0.1,0.095,0.091,0.121,0.087,0.155,0.086,0.0,0.0,0.0,0.0
4223,6806.3815756138,302.951759301656,6802.17546883552,294.997468076898,2.10390737384529,6.75961615587922,13.4396281763342,4.19656375940932,0.99,-0.129,0.789,-0.599,0.372,-0.896,-0.139,-0.916,-0.55,-0.644,-0.689,-0.227,-0.576,0.105,-0.377,0.26,-0.209,0.293,-0.095,0.274,-0.023,0.243,0.023,0.215,0.057,0.194,0.088,0.182,0.128,0.18,0.174,0.185,0.0,0.0,0.0,0.0
4224,6805.17237842997,301.88770490068,6801.7507500894,301.256099100696,5.13267414445807,10.1892668546472,10.6991743322878,3.58031085618248,0.989,-0.142,0.751,-0.652,0.267,-0.954,-0.34,-0.92,-0.794,-0.449,-0.706,0.148,-0.344,0.355,-0.111,0.313,-0.006,0.233,0.037,0.171,0.055,0.128,0.063,0.099,0.069,0.08,0.074,0.067,0.083,0.059,0.092,0.054,0.0,0.0,0.0,0.0
4225,6807.32547045405,298.839119973594,6809.12937095989,305.180301222977,2.40494307358278,11.2596476722268,9.82878244649791,6.18654524739688,0.989,-0.141,0.757,-0.647,0.275,-0.955,-0.334,-0.917,-0.765,-0.446,-0.682,0.107,-0.365,0.315,-0.143,0.3,-0.032,0.237,0.019,0.182,0.044,0.141,0.057,0.112,0.066,0.093,0.074,0.079,0.084,0.071,0.095,0.066,0.0,0.0,0.0,0.0
4226,6806.27432951359,306.991609603774,6816.28447823227,305.797678254434,3.59594950950596,9.17388189864995,11.1024901568058,3.16514621134777,0.99,-0.131,0.787,-0.608,0.362,-0.917,-0.183,-0.949,-0.649,-0.63,-0.757,-0.109,-0.528,0.236,-0.27,0.318,-0.108,0.286,-0.022,0.232,0.023,0.185,0.047,0.15,0.062,0.125,0.073,0.107,0.085,0.096,0.097,0.09,0.0,0.0,0.0,0.0
4227,6805.61507289491,309.604495905035,6810.50923942779,295.464300745063,6.68908133949906,6.96354880586013,11.8387805062901,2.55369696233738,0.989,-0.137,0.763,-0.621,0.335,-0.908,-0.192,-0.95,-0.712,-0.654,-0.855,-0.018,-0.496,0.371,-0.179,0.375,-0.03,0.286,0.032,0.21,0.058,0.157,0.07,0.122,0.078,0.098,0.085,0.081,0.095,0.069,0.106,0.062,0.0,0.0,0.0,0.0
4228,6810.42387570296,309.093188398546,6801.28399136829,293.003741281102,3.07819403834167,11.0629450443028,5.263810251392,5.146956557273,0.992,-0.117,0.828,-0.548,0.488,-0.856,0.04,-0.978,-0.435,-0.872,-0.81,-0.493,-0.838,0.06,-0.511,0.394,-0.199,0.41,-0.036,0.321,0.034,0.235,0.062,0.173,0.072,0.13,0.076,0.1,0.077,0.08,0.079,0.069,0.0,0.0,0.0,0.0
4229,6817.11198854817,310.463066958746,6801.67174264652,304.284644069683,2.64279487033779,6.19948436942864,7.91213873475358,5.46090394356515,0.993,-0.108,0.855,-0.514,0.554,-0.825,0.14,-0.977,-0.313,-0.921,-0.695,-0.634,-0.844,-0.168,-0.669,0.244,-0.365,0.396,-0.14,0.367,-0.021,0.289,0.034,0.218,0.058,0.165,0.068,0.126,0.071,0.099,0.072,0.083,0.0,0.0,0.0,0.0
4230,6814.05593985983,306.54009719193,6810.71451484104,301.324773067835,3.20975483419483,14.9022144873834,9.60691908329249,6.18793954293966,0.986,-0.159,0.694,-0.71,0.113,-0.98,-0.544,-0.784,-0.8,-0.142,-0.491,0.293,-0.182,0.328,-0.034,0.254,0.028,0.185,0.053,0.138,0.066,0.108,0.076,0.088,0.087,0.076,0.106,0.068,0.141,0.062,0.191,0.052,0.0,0.0,0.0,0.0
4231,6802.19884168729,298.503459227537,6817.86225586434,297.560956304687,5.79403862127659,13.0284429291996,6.84055333395795,6.47822545241221,0.987,-0.151,0.719,-0.684,0.189,-0.963,-0.419,-0.877,-0.874,-0.368,-0.709,0.332,-0.203,0.457,0.016,0.305,0.072,0.187,0.08,0.119,0.077,0.079,0.073,0.056,0.071,0.041,0.071,0.031,0.076,0.023,0.083,0.018,0.0,0.0,0.0,0.0
4232,6805.64160762789,308.874917951345,6814.85382043183,306.002454972781,2.94107888123787,7.19526989170474,8.95792895046641,5.2270611313924,0.992,-0.118,0.828,-0.555,0.477,-0.871,0.006,-0.985,-0.481,-0.836,-0.803,-0.413,-0.76,0.093,-0.457,0.356,-0.192,0.368,-0.046,0.296,0.021,0.223,0.051,0.168,0.063,0.128,0.069,0.1,0.071,0.081,0.073,0.07,0.0,0.0,0.0,0.0
