NUM,W1,W2,W3,W4,W5,W6,L1,L2,L3,L4,L5,L6,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P
4175,6804.76,308.97,6807.96,292.67,6818.73,308.00,4.20,6.11,14.82,11.01,8.93,3.67,0.97,-0.23,0.38,-0.91,-0.51,-0.82,-0.95,0.01,-0.34,0.77,0.39,0.41,0.29,-0.04,0.10,-0.10,0.03,-0.08,0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.03,-0.04,-0.07,-0.06,-0.39,-0.05
4176,6812.93,305.04,6807.55,304.21,6803.48,303.54,3.19,7.76,9.00,7.38,5.79,4.16,0.98,-0.18,0.61,-0.79,-0.08,-0.99,-0.73,-0.66,-0.97,0.05,-0.58,0.75,0.30,0.83,0.56,0.04,0.20,-0.17,0.05,-0.12,0.01,-0.08,-0.01,-0.05,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01
4177,6809.77,297.47,6818.69,309.39,6802.72,291.82,4.99,8.62,6.56,14.41,5.16,2.16,0.98,-0.20,0.53,-0.84,-0.24,-0.94,-0.82,-0.45,-0.87,0.32,-0.16,0.90,0.52,0.31,0.28,-0.08,0.11,-0.11,0.04,-0.08,0.01,-0.06,-0.00,-0.04,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.02,-0.03
4178,6801.64,302.22,6812.99,300.94,6809.91,290.68,4.82,7.09,11.48,11.67,8.66,3.80,0.97,-0.23,0.41,-0.90,-0.49,-0.86,-0.97,-0.06,-0.45,0.80,0.48,0.49,0.31,-0.09,0.08,-0.12,0.02,-0.07,-0.00,-0.05,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02,-0.02,-0.02,-0.03,-0.02
4179,6812.03,299.50,6803.41,293.13,6818.16,300.87,4.20,4.29,6.85,10.55,7.75,4.28,0.98,-0.18,0.59,-0.80,-0.11,-0.98,-0.77,-0.61,-0.92,0.16,-0.41,0.69,0.19,0.64,0.48,0.19,0.27,-0.15,0.07,-0.15,0.00,-0.09,-0.01,-0.06,-0.02,-0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01
4180,6804.58,305.49,6805.31,309.01,6808.47,295.66,1.19,9.24,8.42,13.00,4.31,1.83,0.98,-0.18,0.61,-0.78,-0.07,-0.99,-0.75,-0.65,-0.92,0.16,-0.33,0.64,0.14,0.44,0.22,0.18,0.18,0.04,0.13,-0.02,0.09,-0.04,0.06,-0.05,0.04,-0.05,0.03,-0.05,0.02,-0.06,0.01,-0.06
4181,6803.64,302.25,6812.07,290.60,6804.56,301.23,4.56,5.99,14.71,8.24,6.97,2.04,0.98,-0.21,0.50,-0.84,-0.27,-0.92,-0.87,-0.40,-0.81,0.46,0.01,0.79,0.43,0.24,0.25,-0.06,0.11,-0.10,0.04,-0.08,0.02,-0.06,0.00,-0.05,-0.01,-0.05,-0.02,-0.05,-0.03,-0.06,-0.08,-0.10
4182,6801.19,306.15,6808.41,295.76,6811.93,299.52,2.08,4.87,13.06,9.22,6.73,4.53,0.98,-0.20,0.54,-0.83,-0.21,-0.94,-0.80,-0.48,-0.86,0.29,-0.20,0.77,0.36,0.40,0.31,0.02,0.16,-0.08,0.07,-0.09,0.03,-0.07,0.01,-0.06,-0.00,-0.05,-0.01,-0.04,-0.02,-0.04,-0.03,-0.05
4183,6811.73,304.87,6812.80,295.08,6807.88,306.47,4.99,4.14,10.68,7.86,8.09,1.02,0.98,-0.18,0.60,-0.77,-0.04,-0.97,-0.71,-0.68,-0.94,0.05,-0.53,0.64,0.13,0.70,0.44,0.21,0.26,-0.07,0.11,-0.10,0.05,-0.08,0.02,-0.06,0.01,-0.05,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04
4184,6814.48,297.85,6811.00,303.89,6811.17,297.63,3.58,5.60,13.44,7.80,5.83,3.04,0.98,-0.19,0.56,-0.81,-0.15,-0.95,-0.76,-0.56,-0.91,0.17,-0.39,0.77,0.35,0.59,0.41,0.06,0.20,-0.11,0.08,-0.11,0.03,-0.08,0.00,-0.06,-0.01,-0.05,-0.01,-0.04,-0.02,-0.04,-0.03,-0.04
4185,6805.15,304.51,6806.55,302.28,6807.83,295.73,1.25,9.25,10.35,12.78,7.23,2.05,0.98,-0.20,0.51,-0.86,-0.31,-0.94,-0.93,-0.32,-0.63,0.59,0.12,0.52,0.23,0.17,0.16,0.02,0.10,-0.03,0.07,-0.04,0.04,-0.04,0.03,-0.04,0.02,-0.04,0.01,-0.05,0.00,-0.05,-0.00,-0.07
4186,6814.33,305.87,6811.20,301.76,6804.60,297.48,2.01,8.76,7.39,12.45,9.56,3.85,0.98,-0.21,0.49,-0.87,-0.34,-0.92,-0.92,-0.31,-0.74,0.59,0.23,0.72,0.38,0.09,0.17,-0.07,0.07,-0.08,0.03,-0.06,0.01,-0.04,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03
4187,6806.76,300.30,6802.38,296.08,6804.04,292.42,4.25,4.01,8.22,12.55,5.57,3.37,0.98,-0.18,0.59,-0.80,-0.12,-0.96,-0.72,-0.59,-0.86,0.08,-0.49,0.61,0.10,0.67,0.45,0.26,0.31,-0.10,0.11,-0.14,0.03,-0.10,-0.00,-0.07,-0.01,-0.05,-0.02,-0.04,-0.02,-0.03,-0.02,-0.03
4188,6809.13,308.49,6815.20,305.51,6803.46,303.04,1.93,6.73,10.93,8.45,8.99,4.34,0.98,-0.20,0.53,-0.84,-0.24,-0.95,-0.86,-0.46,-0.89,0.41,-0.00,0.86,0.44,0.23,0.24,-0.05,0.10,-0.09,0.04,-0.07,0.01,-0.05,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03,-0.01,-0.03
4189,6801.28,300.03,6809.55,299.40,6807.23,310.31,4.29,8.63,6.84,12.91,5.55,1.67,0.98,-0.19,0.57,-0.82,-0.17,-0.96,-0.79,-0.54,-0.92,0.22,-0.30,0.86,0.46,0.42,0.31,-0.02,0.14,-0.09,0.06,-0.07,0.03,-0.06,0.01,-0.05,0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.03
4190,6802.98,301.86,6801.13,302.78,6807.54,307.28,3.06,8.74,7.25,8.50,6.91,1.98,0.98,-0.18,0.62,-0.78,-0.04,-0.99,-0.69,-0.69,-0.97,-0.02,-0.65,0.74,0.32,0.77,0.44,0.09,0.21,-0.09,0.09,-0.09,0.04,-0.07,0.01,-0.05,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.02
4191,6802.88,303.19,6812.45,303.83,6814.40,306.44,3.37,5.00,8.02,9.91,5.61,1.25,0.98,-0.16,0.68,-0.73,0.09,-0.99,-0.56,-0.81,-0.92,-0.23,-0.77,0.43,-0.19,0.75,0.32,0.47,0.34,0.09,0.20,-0.05,0.11,-0.08,0.06,-0.07,0.03,-0.06,0.01,-0.05,0.00,-0.04,-0.00,-0.04
4192,6814.12,293.90,6808.10,306.70,6807.38,307.57,3.97,9.63,13.03,9.34,6.41,2.28,0.97,-0.21,0.47,-0.88,-0.38,-0.91,-0.94,-0.23,-0.63,0.66,0.26,0.60,0.33,0.07,0.16,-0.07,0.07,-0.07,0.03,-0.06,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.02,-0.04,-0.03,-0.05
4193,6805.39,294.52,6803.85,296.75,6803.58,296.61,4.84,6.92,13.56,7.50,7.33,3.17,0.97,-0.21,0.48,-0.85,-0.30,-0.92,-0.90,-0.36,-0.81,0.52,0.10,0.88,0.53,0.14,0.21,-0.14,0.06,-0.11,0.01,-0.07,-0.01,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.02,-0.03,-0.03,-0.03
4194,6812.32,290.98,6813.56,304.21,6804.80,309.64,2.28,9.24,6.79,11.09,4.55,1.04,0.98,-0.17,0.66,-0.75,0.04,-0.99,-0.61,-0.77,-0.98,-0.14,-0.68,0.64,0.10,0.67,0.30,0.25,0.22,0.04,0.14,-0.03,0.09,-0.04,0.06,-0.05,0.04,-0.04,0.02,-0.04,0.01,-0.04,0.01,-0.04
4195,6818.01,305.46,6806.00,293.39,6804.31,307.77,2.44,4.97,7.70,13.20,4.50,4.97,0.98,-0.18,0.60,-0.78,-0.08,-0.97,-0.69,-0.64,-0.91,0.01,-0.58,0.65,0.14,0.72,0.45,0.23,0.29,-0.07,0.13,-0.12,0.04,-0.10,0.01,-0.07,-0.01,-0.06,-0.01,-0.04,-0.02,-0.04,-0.02,-0.03
4196,6809.87,309.92,6815.26,300.72,6816.37,299.60,2.19,9.22,7.23,8.24,5.15,4.25,0.98,-0.17,0.64,-0.76,-0.01,-0.99,-0.67,-0.73,-0.97,-0.06,-0.69,0.64,0.10,0.88,0.58,0.22,0.28,-0.13,0.10,-0.13,0.03,-0.09,0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
4197,6810.21,302.58,6809.00,310.31,6809.82,307.62,3.78,4.83,11.44,13.40,8.69,4.59,0.97,-0.22,0.42,-0.89,-0.45,-0.86,-0.93,-0.10,-0.47,0.66,0.24,0.52,0.34,0.07,0.17,-0.10,0.06,-0.10,0.01,-0.07,-0.01,-0.05,-0.01,-0.04,-0.02,-0.03,-0.02,-0.03,-0.03,-0.03,-0.04,-0.03
4198,6809.87,309.18,6802.12,307.04,6808.53,302.72,3.90,7.43,9.16,8.18,6.66,4.72,0.98,-0.19,0.56,-0.82,-0.18,-0.97,-0.82,-0.54,-0.94,0.27,-0.33,0.92,0.65,0.54,0.37,-0.18,0.08,-0.16,0.01,-0.09,-0.01,-0.05,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01
4199,6817.28,293.01,6812.41,298.04,6805.86,293.36,2.27,5.41,13.87,13.30,5.47,3.64,0.97,-0.21,0.47,-0.87,-0.36,-0.88,-0.84,-0.24,-0.60,0.46,0.00,0.58,0.28,0.25,0.24,0.01,0.14,-0.07,0.07,-0.08,0.03,-0.07,0.01,-0.07,-0.00,-0.07,-0.02,-0.07,-0.05,-0.10,-0.14,-0.17
4200,6801.29,296.32,6806.94,300.54,6805.93,305.55,1.94,9.47,9.75,10.30,4.24,1.65,0.98,-0.18,0.62,-0.78,-0.07,-0.99,-0.74,-0.65,-0.92,0.14,-0.35,0.65,0.15,0.46,0.24,0.17,0.19,0.03,0.12,-0.03,0.08,-0.04,0.05,-0.05,0.03,-0.05,0.02,-0.05,0.01,-0.05,0.01,-0.05
4201,6804.61,305.45,6814.53,307.92,6814.88,308.22,2.56,4.32,8.83,9.15,7.88,1.29,0.98,-0.17,0.66,-0.74,0.05,-0.99,-0.61,-0.78,-0.94,-0.12,-0.64,0.52,-0.06,0.63,0.26,0.36,0.28,0.10,0.19,-0.03,0.11,-0.06,0.06,-0.07,0.04,-0.06,0.02,-0.05,0.01,-0.05,0.00,-0.04
4202,6817.06,310.23,6818.45,294.37,6814.63,306.93,3.02,8.22,8.13,11.12,8.71,3.29,0.98,-0.20,0.52,-0.85,-0.29,-0.95,-0.90,-0.39,-0.82,0.50,0.09,0.84,0.46,0.15,0.21,-0.09,0.07,-0.09,0.02,-0.07,0.01,-0.05,-0.00,-0.03,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02
4203,6818.47,295.64,6802.81,308.06,6804.95,293.64,2.87,5.87,9.26,8.10,4.12,2.18,0.99,-0.16,0.69,-0.72,0.12,-0.98,-0.51,-0.84,-0.91,-0.32,-0.85,0.37,-0.28,0.78,0.30,0.56,0.39,0.14,0.24,-0.05,0.13,-0.09,0.06,-0.09,0.03,-0.07,0.01,-0.06,-0.00,-0.04,-0.01,-0.04
4204,6804.41,292.56,6811.37,297.47,6805.27,292.90,1.10,6.55,11.69,12.81,5.42,4.47,0.98,-0.20,0.52,-0.84,-0.28,-0.94,-0.85,-0.37,-0.72,0.41,-0.05,0.65,0.29,0.28,0.23,0.03,0.13,-0.05,0.07,-0.06,0.04,-0.06,0.02,-0.05,0.01,-0.05,0.00,-0.05,-0.01,-0.05,-0.02,-0.06
4205,6805.42,302.78,6814.18,303.61,6801.32,305.33,1.40,8.30,14.30,11.99,7.45,2.43,0.97,-0.22,0.44,-0.89,-0.44,-0.88,-0.94,-0.09,-0.38,0.63,0.18,0.39,0.21,0.11,0.14,-0.00,0.09,-0.04,0.06,-0.04,0.04,-0.05,0.03,-0.05,0.01,-0.06,0.00,-0.08,-0.03,-0.15,-0.40,-0.31
4206,6804.50,306.36,6806.83,294.75,6809.19,300.19,4.98,5.58,7.31,14.38,4.58,4.79,0.98,-0.20,0.53,-0.83,-0.23,-0.92,-0.77,-0.47,-0.85,0.23,-0.36,0.80,0.49,0.64,0.48,-0.12,0.12,-0.20,0.01,-0.12,-0.01,-0.07,-0.02,-0.04,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02,-0.03,-0.02
4207,6807.11,302.45,6805.01,300.17,6812.12,307.25,3.86,4.50,11.56,11.45,9.83,3.26,0.97,-0.21,0.47,-0.87,-0.37,-0.91,-0.94,-0.21,-0.57,0.59,0.12,0.58,0.35,0.18,0.22,-0.06,0.09,-0.10,0.03,-0.08,0.00,-0.06,-0.01,-0.04,-0.01,-0.04,-0.02,-0.03,-0.02,-0.03,-0.03,-0.03
4208,6811.89,293.16,6808.90,308.10,6817.27,292.11,1.28,4.33,14.29,13.68,6.00,2.10,0.98,-0.20,0.52,-0.84,-0.28,-0.92,-0.81,-0.32,-0.60,0.35,-0.12,0.47,0.12,0.30,0.18,0.14,0.16,0.04,0.13,-0.01,0.10,-0.05,0.08,-0.07,0.07,-0.09,0.05,-0.13,0.01,-0.23,-0.24,-0.44
4209,6813.28,299.38,6804.06,298.08,6807.58,303.07,3.79,8.51,12.68,13.19,8.57,2.87,0.97,-0.24,0.36,-0.92,-0.57,-0.81,-0.95,0.12,-0.16,0.79,0.38,0.25,0.21,-0.05,0.08,-0.07,0.03,-0.06,0.01,-0.04,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03,-0.04,-0.04,-0.08,-0.07
4210,6814.77,300.65,6807.80,310.95,6816.36,301.55,2.02,9.46,6.57,11.56,4.11,2.95,0.98,-0.18,0.63,-0.76,-0.01,-0.98,-0.66,-0.73,-0.98,-0.05,-0.62,0.68,0.14,0.70,0.39,0.24,0.27,-0.02,0.14,-0.08,0.07,-0.08,0.03,-0.07,0.01,-0.05,0.00,-0.04,-0.01,-0.04,-0.01,-0.04
4211,6815.68,298.02,6805.73,295.03,6815.94,290.85,3.36,4.49,11.68,12.32,4.56,2.34,0.98,-0.19,0.57,-0.81,-0.16,-0.95,-0.73,-0.52,-0.80,0.14,-0.38,0.59,0.14,0.54,0.33,0.20,0.25,-0.02,0.14,-0.08,0.07,-0.09,0.03,-0.08,0.01,-0.07,-0.00,-0.06,-0.01,-0.06,-0.02,-0.06
4212,6803.61,308.74,6814.61,305.53,6807.78,310.64,2.88,8.24,6.24,11.74,5.02,4.00,0.98,-0.18,0.61,-0.78,-0.07,-0.98,-0.71,-0.67,-0.98,0.03,-0.60,0.77,0.32,0.80,0.52,0.07,0.22,-0.14,0.07,-0.12,0.02,-0.08,-0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
4213,6814.80,296.22,6803.07,309.47,6809.35,300.51,2.82,6.71,9.19,12.53,6.48,2.02,0.98,-0.19,0.57,-0.82,-0.18,-0.97,-0.83,-0.52,-0.86,0.31,-0.18,0.73,0.31,0.38,0.28,0.05,0.16,-0.05,0.08,-0.07,0.04,-0.06,0.02,-0.05,0.01,-0.04,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04
4214,6805.46,310.29,6801.42,307.39,6801.93,308.28,1.39,7.33,8.21,14.36,4.49,4.91,0.98,-0.19,0.56,-0.81,-0.17,-0.96,-0.80,-0.53,-0.88,0.25,-0.28,0.75,0.33,0.46,0.33,0.05,0.17,-0.07,0.08,-0.08,0.04,-0.07,0.01,-0.06,0.00,-0.05,-0.01,-0.05,-0.01,-0.04,-0.02,-0.05
4215,6817.63,297.04,6816.68,303.63,6816.21,310.78,4.58,6.56,13.72,14.25,9.13,3.27,0.97,-0.25,0.32,-0.94,-0.63,-0.74,-0.88,0.22,-0.10,0.72,0.38,0.23,0.20,-0.07,0.07,-0.09,0.02,-0.07,0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.04,-0.04,-0.10,-0.07,-0.62,0.54
4216,6808.44,298.47,6817.12,299.32,6816.88,295.04,4.07,7.75,10.11,11.14,7.77,3.97,0.97,-0.22,0.46,-0.88,-0.39,-0.91,-0.96,-0.24,-0.69,0.68,0.36,0.73,0.42,-0.03,0.13,-0.13,0.03,-0.09,0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01
4217,6813.11,297.77,6807.05,301.79,6803.85,297.33,3.03,5.90,12.26,8.51,7.85,2.60,0.98,-0.20,0.55,-0.82,-0.19,-0.96,-0.83,-0.51,-0.90,0.33,-0.15,0.81,0.39,0.36,0.29,-0.00,0.14,-0.09,0.06,-0.08,0.03,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04,-0.02,-0.04
4218,6805.77,298.63,6813.37,306.39,6816.58,307.21,2.49,8.51,12.55,7.26,4.03,1.49,0.98,-0.18,0.62,-0.77,-0.05,-0.98,-0.69,-0.66,-0.89,0.03,-0.48,0.57,0.06,0.55,0.26,0.26,0.23,0.06,0.16,-0.03,0.10,-0.06,0.07,-0.06,0.04,-0.06,0.03,-0.06,0.01,-0.07,0.01,-0.07
4219,6807.17,294.92,6811.53,295.73,6818.78,298.19,4.99,4.84,7.19,10.15,8.21,4.63,0.98,-0.19,0.56,-0.82,-0.19,-0.97,-0.83,-0.51,-0.88,0.31,-0.27,0.76,0.38,0.59,0.50,-0.06,0.13,-0.20,0.01,-0.11,-0.01,-0.06,-0.02,-0.04,-0.02,-0.02,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01
4220,6814.99,307.06,6801.38,309.58,6816.46,306.90,1.55,5.14,13.95,7.64,6.35,3.90,0.98,-0.19,0.58,-0.80,-0.12,-0.95,-0.71,-0.58,-0.88,0.10,-0.45,0.69,0.23,0.58,0.35,0.15,0.22,-0.04,0.12,-0.08,0.07,-0.08,0.03,-0.07,0.01,-0.07,0.00,-0.07,-0.01,-0.07,-0.03,-0.08
4221,6812.53,304.13,6817.36,300.06,6805.08,297.65,1.53,4.38,8.89,12.55,5.78,3.88,0.98,-0.18,0.62,-0.78,-0.07,-0.98,-0.71,-0.65,-0.91,0.06,-0.47,0.63,0.13,0.56,0.30,0.22,0.23,0.02,0.14,-0.05,0.08,-0.07,0.04,-0.07,0.02,-0.06,0.01,-0.05,-0.00,-0.05,-0.01,-0.05
4222,6816.29,295.65,6814.16,294.27,6807.11,304.17,3.67,5.42,6.01,9.90,8.25,3.64,0.98,-0.18,0.61,-0.78,-0.07,-0.99,-0.73,-0.66,-0.93,0.07,-0.53,0.66,0.13,0.74,0.53,0.23,0.28,-0.15,0.08,-0.14,0.01,-0.09,-0.01,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
4223,6802.34,294.36,6818.56,295.98,6802.90,304.17,1.61,9.28,7.85,14.59,7.98,3.66,0.97,-0.21,0.47,-0.87,-0.36,-0.91,-0.94,-0.26,-0.65,0.67,0.27,0.58,0.31,0.08,0.16,-0.05,0.07,-0.06,0.04,-0.06,0.01,-0.05,0.01,-0.04,-0.00,-0.04,-0.01,-0.04,-0.02,-0.04,-0.03,-0.05
4224,6813.20,294.42,6817.96,302.73,6814.00,299.42,3.60,4.56,9.36,9.19,7.70,4.93,0.98,-0.19,0.56,-0.81,-0.16,-0.96,-0.80,-0.56,-0.94,0.24,-0.31,0.84,0.43,0.54,0.42,-0.03,0.15,-0.15,0.04,-0.11,-0.00,-0.07,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01
4225,6817.44,302.38,6812.68,309.55,6817.72,294.36,1.56,5.84,9.19,12.75,8.16,4.31,0.98,-0.20,0.53,-0.84,-0.27,-0.96,-0.90,-0.40,-0.78,0.49,0.05,0.68,0.32,0.23,0.22,-0.00,0.12,-0.06,0.06,-0.06,0.03,-0.05,0.01,-0.05,0.00,-0.04,-0.00,-0.04,-0.01,-0.04,-0.02,-0.04
4226,6805.93,306.22,6808.47,296.50,6801.68,300.97,2.92,6.62,13.27,8.69,9.11,4.52,0.97,-0.22,0.45,-0.88,-0.38,-0.89,-0.93,-0.25,-0.68,0.67,0.32,0.68,0.39,0.03,0.16,-0.11,0.05,-0.09,0.01,-0.06,-0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.02,-0.03,-0.04,-0.03
4227,6809.06,306.56,6818.64,290.32,6804.83,306.24,3.67,9.09,14.82,12.82,7.71,1.53,0.97,-0.24,0.36,-0.92,-0.57,-0.80,-0.93,0.15,-0.12,0.69,0.28,0.24,0.19,0.01,0.10,-0.04,0.05,-0.05,0.03,-0.05,0.01,-0.04,0.01,-0.05,-0.00,-0.06,-0.02,-0.08,-0.20,-0.26,0.02,0.25
4228,6815.94,304.28,6802.02,299.89,6812.97,299.41,3.36,7.25,7.21,9.22,7.68,4.08,0.98,-0.19,0.58,-0.81,-0.14,-0.98,-0.80,-0.59,-0.96,0.19,-0.43,0.86,0.53,0.65,0.43,-0.10,0.12,-0.16,0.03,-0.10,-0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01
4229,6816.22,296.40,6802.65,293.04,6811.70,290.42,1.59,9.21,12.31,11.62,9.81,3.20,0.97,-0.23,0.40,-0.91,-0.50,-0.85,-0.98,-0.01,-0.26,0.79,0.31,0.29,0.21,0.01,0.10,-0.05,0.05,-0.05,0.03,-0.04,0.01,-0.04,0.00,-0.04,-0.00,-0.04,-0.01,-0.04,-0.02,-0.05,-0.04,-0.07
4230,6806.66,292.07,6802.22,307.24,6818.25,290.27,4.81,8.29,11.19,11.60,8.12,4.52,0.97,-0.23,0.39,-0.91,-0.52,-0.84,-0.98,-0.02,-0.41,0.87,0.58,0.41,0.26,-0.14,0.06,-0.12,0.01,-0.07,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01
4231,6801.38,293.89,6804.39,309.86,6805.09,300.35,3.44,7.26,7.02,14.09,7.67,4.80,0.98,-0.21,0.49,-0.86,-0.34,-0.92,-0.92,-0.31,-0.74,0.55,0.13,0.80,0.50,0.12,0.20,-0.14,0.05,-0.11,0.01,-0.07,-0.01,-0.05,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
4232,6815.81,295.06,6814.90,302.74,6807.34,293.83,2.52,5.19,8.85,8.64,5.94,4.75,0.98,-0.17,0.63,-0.77,-0.02,-0.98,-0.65,-0.72,-0.96,-0.09,-0.71,0.65,0.12,0.86,0.54,0.23,0.29,-0.11,0.11,-0.13,0.03,-0.09,0.01,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
4233,6806.16,293.87,6812.27,300.64,6818.85,310.51,2.75,8.45,12.08,12.71,8.24,4.13,0.97,-0.23,0.39,-0.91,-0.52,-0.84,-0.97,0.01,-0.31,0.80,0.39,0.34,0.24,-0.03,0.10,-0.08,0.04,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03,-0.03,-0.03,-0.04,-0.04
4234,6806.22,300.87,6808.00,292.45,6812.70,300.09,3.51,9.49,8.80,12.46,8.43,1.97,0.97,-0.21,0.47,-0.88,-0.38,-0.91,-0.94,-0.24,-0.65,0.68,0.32,0.60,0.32,0.04,0.14,-0.07,0.06,-0.07,0.03,-0.05,0.01,-0.04,0.00,-0.03,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03
4235,6803.23,293.75,6806.75,293.84,6801.54,291.30,3.75,8.07,14.24,10.38,4.41,4.21,0.97,-0.22,0.45,-0.88,-0.39,-0.88,-0.88,-0.21,-0.60,0.54,0.10,0.63,0.39,0.19,0.23,-0.08,0.09,-0.11,0.02,-0.08,-0.00,-0.06,-0.01,-0.05,-0.02,-0.04,-0.03,-0.04,-0.04,-0.05,-0.10,-0.08
4236,6814.30,306.04,6801.81,290.53,6816.19,296.96,3.22,4.57,13.51,14.09,7.71,1.73,0.97,-0.22,0.46,-0.88,-0.41,-0.88,-0.86,-0.14,-0.47,0.48,0.04,0.47,0.23,0.21,0.20,0.03,0.13,-0.04,0.07,-0.07,0.04,-0.07,0.02,-0.07,0.01,-0.07,-0.01,-0.09,-0.04,-0.13,-0.16,-0.24
4237,6803.14,295.64,6804.13,296.03,6803.80,295.38,4.64,6.33,12.63,14.92,7.50,3.83,0.97,-0.24,0.36,-0.92,-0.56,-0.78,-0.90,0.07,-0.29,0.72,0.38,0.38,0.28,-0.05,0.10,-0.10,0.03,-0.08,0.00,-0.05,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.03,-0.03,-0.06,-0.05,-0.17,-0.08
4238,6810.20,308.19,6815.09,290.10,6804.02,296.81,1.84,8.06,13.28,10.35,4.53,2.78,0.98,-0.20,0.54,-0.83,-0.24,-0.95,-0.83,-0.41,-0.72,0.34,-0.15,0.59,0.22,0.35,0.25,0.10,0.17,-0.02,0.10,-0.06,0.06,-0.07,0.03,-0.06,0.02,-0.06,0.00,-0.06,-0.01,-0.07,-0.03,-0.10
4239,6804.08,294.39,6813.64,296.09,6810.01,293.74,2.59,5.10,7.78,7.81,6.15,3.09,0.99,-0.16,0.69,-0.72,0.11,-0.98,-0.52,-0.84,-0.94,-0.32,-0.89,0.40,-0.28,0.88,0.43,0.58,0.44,0.05,0.22,-0.12,0.09,-0.11,0.03,-0.08,0.01,-0.06,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03
4240,6808.65,298.68,6812.70,305.93,6806.15,295.51,1.52,7.54,7.16,13.20,5.61,4.20,0.98,-0.19,0.59,-0.80,-0.12,-0.98,-0.78,-0.61,-0.95,0.18,-0.35,0.81,0.35,0.51,0.34,0.05,0.18,-0.07,0.08,-0.08,0.04,-0.07,0.01,-0.05,0.00,-0.04,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04
4241,6818.07,298.58,6806.66,304.78,6803.11,298.58,3.88,6.43,9.99,7.30,6.31,2.09,0.98,-0.18,0.63,-0.77,-0.02,-0.98,-0.67,-0.72,-0.99,-0.04,-0.67,0.71,0.22,0.81,0.49,0.15,0.25,-0.10,0.10,-0.11,0.04,-0.08,0.01,-0.06,0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.03
4242,6807.71,306.92,6805.16,298.95,6818.39,299.06,1.15,9.03,8.09,11.73,7.79,4.10,0.98,-0.20,0.53,-0.84,-0.25,-0.96,-0.88,-0.44,-0.86,0.47,0.08,0.80,0.38,0.18,0.21,-0.04,0.10,-0.07,0.04,-0.06,0.02,-0.05,0.01,-0.04,0.00,-0.03,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
