NUM,W1,W2,W3,W4,W5,W6,L1,L2,L3,L4,L5,L6,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P
1494,6813.89,295.04,6812.79,300.20,6807.86,290.78,3.11,8.87,13.64,8.91,6.71,1.20,0.98,-0.21,0.51,-0.85,-0.29,-0.93,-0.90,-0.36,-0.72,0.54,0.11,0.63,0.29,0.18,0.19,-0.00,0.11,-0.04,0.06,-0.05,0.04,-0.05,0.02,-0.05,0.01,-0.05,0.00,-0.05,-0.01,-0.07,-0.02,-0.10
1495,6816.30,295.57,6816.10,299.60,6816.74,305.77,2.11,5.89,10.42,7.93,7.13,1.60,0.98,-0.17,0.64,-0.75,0.01,-0.98,-0.64,-0.75,-0.98,-0.08,-0.62,0.65,0.11,0.66,0.32,0.24,0.24,0.03,0.14,-0.04,0.08,-0.06,0.05,-0.06,0.03,-0.05,0.01,-0.05,0.01,-0.04,0.00,-0.04
1496,6813.72,299.25,6809.12,309.97,6815.10,308.21,1.37,7.95,10.71,13.75,8.33,1.18,0.98,-0.21,0.50,-0.86,-0.33,-0.93,-0.94,-0.27,-0.54,0.59,0.10,0.45,0.19,0.16,0.15,0.04,0.10,-0.01,0.07,-0.03,0.05,-0.04,0.04,-0.04,0.03,-0.05,0.02,-0.06,0.02,-0.08,0.01,-0.11
1497,6807.26,295.41,6814.13,294.10,6804.16,291.30,2.87,6.89,12.92,14.61,7.00,3.93,0.97,-0.23,0.39,-0.91,-0.51,-0.82,-0.92,0.01,-0.34,0.69,0.29,0.40,0.27,0.02,0.13,-0.07,0.05,-0.07,0.02,-0.06,0.00,-0.05,-0.01,-0.04,-0.01,-0.04,-0.03,-0.05,-0.05,-0.07,-0.17,-0.13
1498,6803.28,300.18,6812.41,294.68,6804.23,305.15,1.15,6.60,14.41,8.98,6.95,3.27,0.98,-0.20,0.52,-0.84,-0.25,-0.93,-0.84,-0.41,-0.77,0.39,-0.06,0.66,0.28,0.29,0.23,0.04,0.14,-0.04,0.08,-0.06,0.05,-0.06,0.03,-0.06,0.02,-0.06,0.01,-0.07,-0.01,-0.09,-0.06,-0.14
1499,6801.08,309.06,6805.72,295.57,6818.42,295.78,4.14,8.67,14.37,12.74,8.58,4.57,0.96,-0.25,0.29,-0.95,-0.67,-0.71,-0.91,0.30,0.06,0.80,0.41,0.08,0.15,-0.10,0.04,-0.08,0.01,-0.05,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.03,-0.03,-0.10,-0.06,0.15,0.36
1500,6818.80,305.42,6803.30,301.29,6802.97,290.51,3.08,9.87,11.20,11.87,7.05,3.20,0.97,-0.22,0.44,-0.89,-0.44,-0.89,-0.97,-0.13,-0.49,0.76,0.36,0.48,0.29,0.00,0.12,-0.08,0.05,-0.07,0.02,-0.05,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03,-0.03,-0.03
1501,6801.87,304.57,6818.81,301.32,6806.04,292.54,4.29,5.01,9.52,12.41,4.95,2.18,0.98,-0.19,0.58,-0.80,-0.13,-0.96,-0.74,-0.57,-0.86,0.12,-0.45,0.65,0.21,0.62,0.40,0.15,0.23,-0.08,0.10,-0.10,0.04,-0.08,0.01,-0.06,-0.00,-0.05,-0.01,-0.04,-0.01,-0.04,-0.02,-0.04
1502,6815.90,300.44,6808.21,307.23,6816.09,307.29,4.08,4.03,13.31,14.11,6.64,3.79,0.97,-0.22,0.43,-0.89,-0.41,-0.84,-0.84,-0.17,-0.55,0.50,0.07,0.58,0.35,0.22,0.25,-0.06,0.10,-0.11,0.03,-0.09,0.00,-0.07,-0.01,-0.06,-0.02,-0.05,-0.03,-0.05,-0.06,-0.06,-0.12,-0.09
1503,6810.92,301.40,6818.56,297.21,6813.73,309.23,4.66,9.89,8.75,8.69,10.00,2.27,0.97,-0.21,0.47,-0.87,-0.37,-0.91,-0.92,-0.26,-0.75,0.59,0.33,0.87,0.43,-0.05,0.13,-0.12,0.04,-0.08,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01
1504,6817.24,293.58,6802.19,290.04,6809.97,294.01,2.28,9.99,11.69,7.57,7.79,1.86,0.98,-0.20,0.53,-0.84,-0.25,-0.94,-0.85,-0.43,-0.85,0.41,0.01,0.78,0.36,0.23,0.22,-0.01,0.11,-0.06,0.06,-0.06,0.03,-0.05,0.01,-0.04,0.01,-0.04,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04
1505,6806.88,291.33,6817.35,310.39,6810.44,292.63,1.21,4.68,14.87,12.91,4.87,2.59,0.98,-0.20,0.53,-0.84,-0.26,-0.92,-0.78,-0.36,-0.65,0.28,-0.19,0.49,0.12,0.35,0.20,0.16,0.18,0.04,0.14,-0.02,0.11,-0.06,0.08,-0.08,0.06,-0.10,0.04,-0.14,-0.02,-0.26,-0.51,-0.33
1506,6816.50,297.87,6808.72,308.29,6803.38,307.28,4.55,6.75,7.94,10.73,6.67,1.17,0.98,-0.18,0.60,-0.80,-0.11,-0.99,-0.76,-0.61,-0.93,0.13,-0.46,0.78,0.38,0.59,0.36,0.03,0.16,-0.08,0.07,-0.08,0.03,-0.06,0.01,-0.05,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
1507,6806.52,300.34,6802.65,296.54,6810.19,309.13,4.86,6.64,11.35,11.03,4.83,2.00,0.98,-0.20,0.54,-0.83,-0.22,-0.95,-0.83,-0.47,-0.86,0.33,-0.15,0.79,0.40,0.35,0.28,-0.01,0.14,-0.08,0.06,-0.08,0.02,-0.06,0.01,-0.05,-0.00,-0.04,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03
1508,6818.37,310.98,6816.76,295.30,6810.95,291.78,1.09,7.81,9.64,9.45,8.46,3.97,0.98,-0.20,0.55,-0.83,-0.21,-0.96,-0.84,-0.50,-0.91,0.36,-0.04,0.85,0.39,0.25,0.23,-0.02,0.11,-0.06,0.06,-0.06,0.03,-0.05,0.01,-0.04,0.01,-0.03,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
1509,6806.71,302.88,6805.43,299.66,6815.31,301.70,2.78,4.41,11.15,7.40,8.50,1.89,0.98,-0.18,0.62,-0.76,-0.02,-0.97,-0.67,-0.72,-0.98,-0.02,-0.56,0.67,0.13,0.65,0.36,0.24,0.27,-0.00,0.15,-0.08,0.07,-0.08,0.04,-0.07,0.01,-0.06,0.00,-0.05,-0.01,-0.04,-0.01,-0.04
1510,6818.69,293.01,6816.02,296.99,6803.98,302.35,1.90,8.16,11.64,10.62,9.68,4.59,0.97,-0.22,0.43,-0.90,-0.45,-0.87,-0.97,-0.12,-0.47,0.81,0.40,0.42,0.26,-0.02,0.11,-0.07,0.04,-0.06,0.02,-0.05,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03,-0.02,-0.03
1511,6805.77,303.33,6811.98,307.08,6813.20,298.73,1.03,8.65,6.04,14.70,6.53,1.01,0.98,-0.18,0.61,-0.78,-0.06,-0.96,-0.69,-0.66,-0.93,0.06,-0.40,0.67,0.15,0.46,0.22,0.18,0.17,0.05,0.13,-0.00,0.09,-0.03,0.07,-0.04,0.06,-0.05,0.05,-0.05,0.04,-0.07,0.04,-0.08
1512,6818.25,306.36,6810.68,306.06,6805.78,304.48,4.84,7.77,10.28,13.71,7.04,2.67,0.97,-0.22,0.44,-0.89,-0.44,-0.88,-0.94,-0.14,-0.56,0.70,0.36,0.58,0.34,-0.01,0.13,-0.10,0.04,-0.08,0.01,-0.06,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03,-0.03,-0.03
1513,6806.29,304.45,6816.70,294.35,6802.61,304.94,3.54,7.14,7.61,13.65,7.91,2.37,0.98,-0.20,0.52,-0.85,-0.28,-0.94,-0.87,-0.37,-0.77,0.43,-0.03,0.75,0.41,0.26,0.25,-0.05,0.11,-0.09,0.04,-0.07,0.01,-0.06,0.00,-0.04,-0.01,-0.04,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03
1514,6814.07,295.63,6812.85,294.78,6811.42,301.69,1.39,9.12,10.70,9.46,8.63,3.96,0.98,-0.21,0.49,-0.86,-0.33,-0.93,-0.91,-0.33,-0.76,0.59,0.24,0.69,0.34,0.09,0.17,-0.06,0.07,-0.07,0.03,-0.05,0.01,-0.04,0.01,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03,-0.01,-0.03
1515,6812.08,294.56,6805.12,301.97,6810.29,305.13,3.02,7.67,7.76,13.85,8.19,1.41,0.98,-0.20,0.52,-0.84,-0.27,-0.94,-0.87,-0.39,-0.76,0.44,-0.00,0.69,0.33,0.24,0.22,-0.00,0.12,-0.06,0.06,-0.06,0.03,-0.05,0.02,-0.04,0.01,-0.04,-0.00,-0.04,-0.01,-0.04,-0.01,-0.05
1516,6809.66,297.61,6818.37,290.39,6805.31,293.35,1.81,7.59,6.93,12.80,4.47,1.10,0.98,-0.17,0.66,-0.74,0.04,-0.98,-0.60,-0.77,-0.94,-0.14,-0.65,0.56,-0.00,0.62,0.24,0.30,0.22,0.09,0.16,0.00,0.11,-0.03,0.07,-0.04,0.05,-0.05,0.04,-0.05,0.03,-0.05,0.02,-0.05
1517,6802.96,300.46,6802.83,298.22,6804.12,310.29,3.49,4.72,10.46,10.04,9.72,4.46,0.98,-0.21,0.50,-0.85,-0.30,-0.94,-0.92,-0.35,-0.74,0.55,0.08,0.71,0.41,0.22,0.25,-0.08,0.09,-0.11,0.02,-0.08,-0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02
1518,6813.41,290.56,6803.87,303.55,6815.38,292.20,2.71,8.14,10.34,11.32,7.27,3.39,0.98,-0.21,0.50,-0.86,-0.32,-0.94,-0.93,-0.34,-0.75,0.58,0.19,0.72,0.38,0.12,0.19,-0.07,0.08,-0.08,0.03,-0.06,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02
1519,6809.61,304.50,6814.24,296.96,6808.05,296.23,2.38,6.33,6.71,10.55,9.37,2.65,0.98,-0.18,0.59,-0.80,-0.12,-0.98,-0.76,-0.60,-0.91,0.15,-0.40,0.72,0.28,0.56,0.36,0.10,0.20,-0.07,0.09,-0.09,0.04,-0.07,0.01,-0.06,0.00,-0.04,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03
1520,6818.20,298.40,6804.61,304.48,6805.97,298.50,4.44,7.00,7.35,8.55,6.69,4.44,0.98,-0.19,0.59,-0.80,-0.12,-0.98,-0.78,-0.62,-0.97,0.15,-0.50,0.83,0.49,0.82,0.55,-0.15,0.12,-0.20,0.01,-0.11,-0.01,-0.06,-0.01,-0.04,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1521,6813.69,297.86,6801.74,304.52,6801.72,293.63,4.18,8.42,10.74,11.22,7.79,1.27,0.98,-0.21,0.49,-0.86,-0.34,-0.93,-0.94,-0.29,-0.69,0.64,0.26,0.63,0.33,0.08,0.16,-0.06,0.07,-0.06,0.03,-0.05,0.01,-0.04,0.01,-0.04,-0.00,-0.03,-0.00,-0.03,-0.01,-0.03,-0.01,-0.03
1522,6803.29,290.79,6809.51,305.49,6816.42,293.47,1.51,8.34,14.39,11.66,7.87,2.40,0.97,-0.22,0.43,-0.89,-0.45,-0.87,-0.94,-0.08,-0.36,0.66,0.20,0.38,0.21,0.09,0.14,-0.01,0.09,-0.04,0.05,-0.05,0.03,-0.05,0.02,-0.05,0.01,-0.06,-0.00,-0.08,-0.04,-0.14,-0.47,-0.27
1523,6815.80,290.79,6802.19,310.49,6804.57,294.57,4.36,5.16,14.03,9.31,7.44,2.45,0.98,-0.21,0.49,-0.85,-0.28,-0.92,-0.88,-0.38,-0.78,0.47,0.01,0.77,0.43,0.25,0.26,-0.07,0.10,-0.10,0.04,-0.08,0.01,-0.06,-0.00,-0.05,-0.01,-0.04,-0.02,-0.04,-0.03,-0.04,-0.05,-0.06
1524,6804.20,297.85,6811.62,304.02,6813.35,293.96,4.54,5.03,12.69,9.31,5.86,3.72,0.98,-0.20,0.53,-0.83,-0.23,-0.93,-0.81,-0.47,-0.87,0.29,-0.24,0.83,0.49,0.47,0.37,-0.08,0.13,-0.15,0.03,-0.10,-0.00,-0.07,-0.01,-0.05,-0.02,-0.04,-0.02,-0.03,-0.02,-0.03,-0.03,-0.03
1525,6817.53,300.33,6808.12,293.06,6813.67,301.31,4.91,4.28,11.43,13.02,5.86,3.02,0.98,-0.21,0.50,-0.85,-0.30,-0.91,-0.82,-0.35,-0.72,0.36,-0.15,0.69,0.38,0.40,0.33,-0.03,0.14,-0.12,0.04,-0.10,0.01,-0.07,-0.01,-0.05,-0.01,-0.04,-0.02,-0.04,-0.03,-0.03,-0.03,-0.04
1526,6809.51,293.81,6814.34,306.98,6815.98,305.40,2.92,6.93,11.77,11.66,6.92,2.44,0.98,-0.20,0.51,-0.85,-0.30,-0.94,-0.91,-0.34,-0.71,0.53,0.08,0.65,0.32,0.20,0.21,-0.02,0.11,-0.07,0.05,-0.06,0.02,-0.05,0.01,-0.05,-0.00,-0.04,-0.01,-0.04,-0.01,-0.04,-0.02,-0.05
1527,6817.53,301.27,6818.63,298.52,6815.67,306.28,2.02,4.11,9.73,8.93,6.84,1.03,0.98,-0.16,0.69,-0.72,0.11,-0.98,-0.53,-0.83,-0.93,-0.24,-0.71,0.43,-0.17,0.61,0.16,0.41,0.24,0.18,0.20,0.04,0.14,-0.02,0.10,-0.04,0.07,-0.05,0.04,-0.05,0.03,-0.05,0.02,-0.05
1528,6806.43,298.06,6818.72,301.69,6804.26,294.93,1.85,8.01,14.87,12.45,9.27,4.56,0.97,-0.24,0.33,-0.93,-0.61,-0.76,-0.92,0.21,-0.04,0.72,0.32,0.18,0.18,-0.03,0.08,-0.06,0.04,-0.06,0.02,-0.05,0.00,-0.04,-0.00,-0.04,-0.01,-0.05,-0.04,-0.07,-0.20,-0.15,0.04,0.26
1529,6807.51,305.81,6813.06,301.06,6802.34,310.56,3.20,5.74,10.78,13.89,9.92,1.36,0.97,-0.22,0.46,-0.88,-0.41,-0.90,-0.91,-0.13,-0.46,0.55,0.10,0.47,0.25,0.16,0.18,-0.00,0.10,-0.05,0.06,-0.06,0.03,-0.05,0.01,-0.05,0.00,-0.05,-0.01,-0.06,-0.02,-0.07,-0.04,-0.09
1530,6806.75,290.68,6808.90,302.89,6804.83,290.44,2.83,7.27,12.83,13.55,7.74,4.50,0.97,-0.23,0.38,-0.92,-0.53,-0.82,-0.94,0.03,-0.30,0.76,0.36,0.35,0.25,-0.02,0.10,-0.08,0.04,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03,-0.04,-0.04,-0.08,-0.07
1531,6805.17,299.07,6813.54,304.88,6801.64,300.93,2.05,6.89,7.75,9.82,6.76,3.38,0.98,-0.18,0.62,-0.78,-0.05,-0.99,-0.71,-0.69,-0.99,0.03,-0.56,0.77,0.30,0.68,0.41,0.11,0.21,-0.08,0.09,-0.09,0.04,-0.07,0.01,-0.05,0.00,-0.04,-0.00,-0.03,-0.01,-0.03,-0.01,-0.02
1532,6812.74,291.88,6802.68,306.06,6804.57,291.36,1.67,6.06,8.99,13.92,9.61,1.18,0.98,-0.20,0.53,-0.84,-0.27,-0.95,-0.88,-0.36,-0.66,0.45,-0.03,0.53,0.20,0.25,0.18,0.07,0.13,-0.00,0.09,-0.03,0.06,-0.04,0.04,-0.05,0.03,-0.05,0.02,-0.06,0.01,-0.07,-0.00,-0.10
1533,6802.37,298.13,6801.43,294.29,6814.31,304.48,3.81,7.51,7.26,10.75,6.44,2.01,0.98,-0.18,0.60,-0.79,-0.10,-0.99,-0.75,-0.63,-0.95,0.11,-0.48,0.80,0.39,0.62,0.39,0.03,0.17,-0.10,0.07,-0.09,0.03,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.01,-0.02
1534,6802.83,290.50,6811.67,308.03,6813.00,300.21,4.09,9.84,6.83,14.36,7.93,4.55,0.97,-0.22,0.42,-0.90,-0.45,-0.87,-0.95,-0.14,-0.60,0.73,0.49,0.68,0.37,-0.12,0.09,-0.14,0.01,-0.08,-0.01,-0.05,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.02,-0.02,-0.01,-0.03,-0.02
1535,6801.36,305.75,6805.10,304.81,6807.51,298.76,2.90,7.88,13.05,12.31,5.33,3.42,0.97,-0.21,0.47,-0.88,-0.38,-0.90,-0.90,-0.21,-0.59,0.57,0.14,0.59,0.33,0.15,0.20,-0.05,0.09,-0.08,0.04,-0.07,0.01,-0.06,-0.00,-0.05,-0.01,-0.04,-0.02,-0.04,-0.03,-0.05,-0.05,-0.07
1536,6808.95,299.85,6811.51,297.31,6818.46,302.46,3.40,8.50,12.81,12.05,4.70,3.74,0.97,-0.22,0.46,-0.88,-0.40,-0.89,-0.91,-0.19,-0.57,0.58,0.16,0.59,0.35,0.14,0.20,-0.07,0.08,-0.09,0.03,-0.07,0.01,-0.06,-0.01,-0.04,-0.01,-0.04,-0.02,-0.04,-0.03,-0.04,-0.05,-0.05
1537,6801.42,293.86,6807.74,298.13,6814.29,298.90,4.52,7.99,6.12,10.32,6.67,4.08,0.98,-0.19,0.57,-0.82,-0.17,-0.97,-0.81,-0.55,-0.93,0.22,-0.41,0.86,0.60,0.71,0.44,-0.19,0.09,-0.18,0.01,-0.10,-0.01,-0.06,-0.01,-0.03,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1538,6806.65,291.26,6804.11,296.83,6801.83,309.75,3.26,4.36,7.55,14.11,8.78,2.02,0.98,-0.19,0.56,-0.83,-0.22,-0.96,-0.82,-0.42,-0.71,0.29,-0.23,0.55,0.16,0.43,0.29,0.16,0.22,-0.03,0.11,-0.08,0.05,-0.08,0.02,-0.07,0.01,-0.06,-0.01,-0.06,-0.02,-0.06,-0.03,-0.06
1539,6818.70,295.19,6801.37,294.58,6818.35,305.62,4.72,4.79,6.82,13.31,4.92,3.30,0.98,-0.18,0.60,-0.79,-0.10,-0.96,-0.69,-0.61,-0.87,0.02,-0.58,0.58,0.06,0.78,0.56,0.29,0.32,-0.15,0.10,-0.16,0.02,-0.11,-0.01,-0.07,-0.01,-0.05,-0.02,-0.04,-0.02,-0.03,-0.02,-0.03
1540,6805.85,301.13,6812.27,292.38,6818.11,310.98,2.93,6.61,12.49,10.45,9.70,1.46,0.97,-0.21,0.48,-0.86,-0.34,-0.93,-0.95,-0.27,-0.60,0.62,0.16,0.54,0.28,0.14,0.17,-0.02,0.10,-0.05,0.05,-0.05,0.03,-0.05,0.01,-0.04,0.00,-0.04,-0.00,-0.04,-0.01,-0.05,-0.02,-0.06
1541,6804.82,306.71,6808.54,307.82,6801.01,295.65,4.68,7.73,7.03,14.22,7.56,3.97,0.97,-0.21,0.47,-0.88,-0.38,-0.90,-0.92,-0.25,-0.70,0.57,0.17,0.82,0.54,0.04,0.16,-0.17,0.03,-0.11,-0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
1542,6812.08,308.22,6818.30,304.76,6810.34,300.70,4.36,8.08,11.31,13.39,8.08,1.75,0.97,-0.23,0.42,-0.90,-0.47,-0.87,-0.95,-0.06,-0.41,0.74,0.34,0.42,0.26,0.01,0.12,-0.07,0.05,-0.06,0.02,-0.05,0.01,-0.04,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.02,-0.04,-0.04,-0.05
1543,6803.79,303.01,6801.19,308.06,6807.20,292.99,1.02,9.37,7.73,10.06,5.83,3.78,0.98,-0.18,0.61,-0.78,-0.07,-0.99,-0.73,-0.66,-0.97,0.08,-0.48,0.78,0.32,0.59,0.35,0.09,0.19,-0.06,0.09,-0.07,0.04,-0.06,0.02,-0.05,0.01,-0.04,0.00,-0.04,-0.00,-0.03,-0.01,-0.03
1544,6811.72,301.04,6805.83,308.46,6802.63,291.83,3.64,4.30,7.41,13.48,8.49,3.05,0.98,-0.20,0.55,-0.83,-0.22,-0.96,-0.83,-0.44,-0.75,0.32,-0.22,0.61,0.22,0.45,0.34,0.12,0.21,-0.08,0.09,-0.11,0.03,-0.09,0.00,-0.06,-0.01,-0.05,-0.01,-0.04,-0.02,-0.04,-0.03,-0.04
1545,6803.41,309.39,6801.63,307.14,6801.46,303.43,1.81,9.19,14.62,10.47,6.96,3.94,0.97,-0.22,0.42,-0.90,-0.46,-0.85,-0.92,-0.08,-0.44,0.67,0.27,0.46,0.28,0.05,0.14,-0.06,0.07,-0.07,0.03,-0.06,0.01,-0.05,0.00,-0.05,-0.01,-0.05,-0.02,-0.06,-0.06,-0.10,-0.47,-0.03
1546,6809.35,308.02,6818.53,300.82,6816.40,295.08,2.77,4.18,14.77,13.55,7.50,1.39,0.97,-0.21,0.46,-0.87,-0.38,-0.89,-0.85,-0.16,-0.48,0.44,-0.01,0.45,0.18,0.24,0.20,0.07,0.15,-0.02,0.10,-0.05,0.07,-0.07,0.04,-0.08,0.03,-0.09,0.01,-0.13,-0.07,-0.24,-0.79,-0.13
1547,6803.54,309.70,6814.79,300.51,6806.99,304.74,3.76,8.25,7.36,12.43,8.35,3.77,0.98,-0.21,0.49,-0.87,-0.34,-0.93,-0.92,-0.30,-0.75,0.56,0.17,0.83,0.50,0.07,0.17,-0.14,0.05,-0.10,0.01,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.02,-0.01
1548,6801.28,299.76,6818.78,298.66,6809.48,290.09,1.34,5.86,11.36,7.64,5.85,3.18,0.98,-0.17,0.64,-0.76,-0.00,-0.98,-0.63,-0.72,-0.92,-0.09,-0.65,0.57,0.04,0.70,0.35,0.29,0.27,0.02,0.16,-0.06,0.09,-0.07,0.05,-0.07,0.03,-0.06,0.01,-0.05,0.00,-0.05,-0.00,-0.05
1549,6808.26,307.93,6802.87,303.18,6807.94,306.42,3.13,8.72,12.49,12.87,7.48,2.25,0.97,-0.22,0.42,-0.90,-0.47,-0.87,-0.96,-0.05,-0.37,0.73,0.29,0.39,0.25,0.04,0.13,-0.05,0.06,-0.06,0.03,-0.05,0.01,-0.04,0.00,-0.04,-0.01,-0.04,-0.01,-0.04,-0.03,-0.05,-0.05,-0.08
1550,6804.42,294.34,6815.65,294.21,6803.06,309.49,1.10,6.92,14.34,8.37,6.33,1.14,0.98,-0.19,0.58,-0.80,-0.12,-0.96,-0.76,-0.57,-0.84,0.21,-0.25,0.59,0.13,0.38,0.19,0.16,0.16,0.05,0.12,0.00,0.10,-0.03,0.08,-0.04,0.07,-0.05,0.06,-0.07,0.06,-0.11,0.05,-0.19
1551,6817.70,302.29,6817.84,301.06,6806.33,297.36,1.82,9.33,12.75,11.69,4.41,4.96,0.97,-0.21,0.47,-0.88,-0.39,-0.89,-0.88,-0.19,-0.56,0.50,0.06,0.59,0.34,0.20,0.22,-0.05,0.10,-0.09,0.04,-0.07,0.01,-0.06,-0.00,-0.05,-0.01,-0.04,-0.02,-0.04,-0.03,-0.05,-0.05,-0.06
1552,6801.02,296.08,6801.05,308.09,6807.63,299.14,4.32,8.42,14.06,8.40,9.19,2.65,0.97,-0.23,0.41,-0.89,-0.45,-0.86,-0.97,-0.12,-0.52,0.80,0.46,0.49,0.30,-0.05,0.11,-0.10,0.04,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03,-0.03,-0.04,-0.07,-0.06
1553,6805.40,307.24,6812.94,295.95,6808.17,296.28,4.20,6.02,7.15,7.69,7.35,2.85,0.98,-0.17,0.64,-0.76,0.01,-0.99,-0.65,-0.75,-0.97,-0.10,-0.74,0.60,0.00,0.94,0.67,0.30,0.32,-0.17,0.09,-0.15,0.02,-0.09,-0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.01,-0.02,-0.01,-0.02
1554,6803.06,306.16,6809.65,294.48,6817.36,291.17,4.77,8.94,14.19,12.52,8.88,1.81,0.97,-0.24,0.33,-0.93,-0.62,-0.77,-0.93,0.22,-0.02,0.76,0.35,0.16,0.17,-0.05,0.07,-0.06,0.03,-0.05,0.01,-0.04,0.00,-0.04,-0.01,-0.03,-0.01,-0.04,-0.03,-0.05,-0.08,-0.10,-0.70,0.48
1555,6816.82,304.55,6805.48,302.95,6803.25,293.20,3.47,5.82,13.04,9.28,6.52,4.28,0.98,-0.20,0.51,-0.85,-0.28,-0.92,-0.85,-0.40,-0.82,0.42,-0.05,0.84,0.50,0.28,0.28,-0.10,0.09,-0.12,0.02,-0.09,-0.00,-0.06,-0.01,-0.04,-0.01,-0.03,-0.02,-0.03,-0.02,-0.03,-0.03,-0.03
1556,6816.98,309.94,6814.02,290.90,6809.57,297.66,2.17,6.95,13.79,13.21,4.37,2.90,0.98,-0.21,0.49,-0.86,-0.34,-0.90,-0.84,-0.26,-0.60,0.42,-0.04,0.54,0.23,0.28,0.23,0.06,0.15,-0.04,0.09,-0.07,0.05,-0.07,0.03,-0.07,0.01,-0.07,-0.01,-0.08,-0.04,-0.12,-0.13,-0.21
1557,6818.81,308.61,6805.80,290.32,6807.30,296.44,1.52,8.08,14.66,13.80,8.48,3.89,0.97,-0.24,0.34,-0.93,-0.60,-0.77,-0.89,0.20,-0.08,0.65,0.26,0.22,0.18,0.01,0.10,-0.04,0.05,-0.05,0.03,-0.05,0.01,-0.05,0.00,-0.05,-0.01,-0.06,-0.03,-0.09,-0.31,-0.23,0.01,0.26
1558,6809.65,300.97,6814.53,299.14,6810.03,299.40,4.88,6.66,12.58,12.22,9.70,2.10,0.97,-0.23,0.39,-0.91,-0.52,-0.84,-0.95,0.03,-0.33,0.74,0.37,0.39,0.26,-0.03,0.10,-0.09,0.04,-0.07,0.01,-0.05,-0.00,-0.04,-0.01,-0.03,-0.01,-0.03,-0.02,-0.03,-0.03,-0.04,-0.05,-0.05
1559,6810.97,306.85,6807.94,304.96,6806.49,300.27,2.33,4.97,13.58,12.44,8.25,3.21,0.97,-0.21,0.46,-0.88,-0.38,-0.90,-0.91,-0.19,-0.52,0.57,0.12,0.51,0.27,0.17,0.19,-0.01,0.11,-0.06,0.06,-0.07,0.03,-0.06,0.01,-0.06,-0.00,-0.06,-0.01,-0.06,-0.03,-0.08,-0.08,-0.12
1560,6806.83,298.80,6802.89,294.37,6806.87,305.26,2.59,4.39,14.16,7.24,6.17,3.21,0.98,-0.19,0.58,-0.79,-0.09,-0.94,-0.68,-0.62,-0.90,0.03,-0.54,0.66,0.16,0.68,0.41,0.22,0.28,-0.04,0.14,-0.11,0.07,-0.10,0.03,-0.09,0.00,-0.07,-0.01,-0.07,-0.02,-0.07,-0.04,-0.08
1561,6814.40,292.42,6809.31,307.83,6809.85,303.42,1.91,4.24,10.50,11.79,9.33,3.40,0.98,-0.20,0.54,-0.84,-0.24,-0.96,-0.89,-0.41,-0.73,0.45,-0.04,0.60,0.24,0.28,0.22,0.06,0.15,-0.03,0.09,-0.06,0.05,-0.06,0.02,-0.06,0.01,-0.05,-0.00,-0.05,-0.01,-0.05,-0.02,-0.05
