NUM,W1,W2,W3,W4,W5,W6,L1,L2,L3,L4,L5,L6,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P,S21M,S21P
977,6815.427,298.651,6812.678,298.505,6807.399,291.584,2.670,4.388,13.311,8.105,7.938,1.680,0.980,-0.188,0.581,-0.789,-0.100,-0.961,-0.746,-0.618,-0.917,0.163,-0.351,0.686,0.197,0.500,0.301,0.165,0.218,-0.009,0.130,-0.064,0.073,-0.073,0.040,-0.069,0.020,-0.064,0.007,-0.062,-0.004,-0.065,-0.014,-0.073
978,6812.454,294.644,6818.879,310.859,6811.369,310.763,3.965,7.231,10.052,11.500,9.675,4.315,0.973,-0.224,0.425,-0.897,-0.456,-0.880,-0.978,-0.109,-0.516,0.773,0.441,0.553,0.338,-0.071,0.099,-0.120,0.021,-0.078,-0.002,-0.049,-0.009,-0.032,-0.011,-0.023,-0.012,-0.018,-0.014,-0.016,-0.017,-0.015,-0.021,-0.015
979,6809.279,300.230,6813.512,290.085,6814.871,300.833,2.814,8.430,14.853,8.247,9.173,2.891,0.972,-0.224,0.421,-0.886,-0.425,-0.863,-0.944,-0.157,-0.535,0.743,0.351,0.500,0.300,0.019,0.137,-0.075,0.059,-0.073,0.024,-0.059,0.007,-0.049,-0.003,-0.043,-0.010,-0.043,-0.021,-0.050,-0.055,-0.080,-0.365,-0.143
980,6818.173,299.577,6814.976,309.393,6817.069,297.065,3.240,5.441,11.123,11.810,4.128,4.292,0.980,-0.192,0.558,-0.819,-0.182,-0.942,-0.751,-0.508,-0.839,0.172,-0.387,0.693,0.277,0.593,0.421,0.094,0.219,-0.115,0.081,-0.119,0.022,-0.089,-0.002,-0.064,-0.011,-0.048,-0.016,-0.038,-0.021,-0.033,-0.024,-0.032
981,6809.364,298.621,6807.035,303.650,6812.019,301.358,3.548,5.416,12.833,9.216,8.039,1.693,0.978,-0.199,0.539,-0.823,-0.206,-0.955,-0.851,-0.480,-0.840,0.378,-0.110,0.733,0.338,0.341,0.273,0.020,0.145,-0.067,0.071,-0.073,0.034,-0.063,0.014,-0.054,0.003,-0.047,-0.004,-0.045,-0.012,-0.046,-0.019,-0.052
982,6803.248,297.078,6816.844,297.244,6811.853,293.415,2.276,7.693,12.290,12.755,9.358,1.457,0.973,-0.221,0.436,-0.891,-0.447,-0.885,-0.963,-0.070,-0.346,0.671,0.211,0.369,0.212,0.083,0.133,-0.014,0.079,-0.040,0.047,-0.044,0.028,-0.044,0.017,-0.044,0.008,-0.047,0.000,-0.055,-0.013,-0.074,-0.036,-0.109
983,6812.694,293.427,6814.461,306.418,6805.781,298.953,1.684,6.687,9.295,10.176,5.964,2.736,0.983,-0.178,0.623,-0.777,-0.050,-0.992,-0.714,-0.683,-0.964,0.056,-0.478,0.716,0.209,0.573,0.322,0.163,0.211,-0.015,0.118,-0.060,0.063,-0.063,0.033,-0.055,0.016,-0.047,0.006,-0.041,-0.000,-0.037,-0.004,-0.035
984,6805.167,308.834,6812.888,294.899,6810.556,294.345,4.487,8.249,6.889,11.683,8.832,3.426,0.976,-0.209,0.494,-0.864,-0.332,-0.931,-0.907,-0.313,-0.757,0.505,0.062,0.878,0.577,0.098,0.183,-0.162,0.041,-0.107,0.003,-0.064,-0.007,-0.040,-0.011,-0.027,-0.011,-0.020,-0.012,-0.016,-0.013,-0.013,-0.015,-0.012
985,6812.815,307.282,6812.538,293.647,6805.525,302.944,4.830,9.754,14.569,12.780,7.963,1.536,0.967,-0.246,0.321,-0.937,-0.636,-0.755,-0.918,0.260,0.031,0.718,0.312,0.141,0.157,-0.038,0.070,-0.055,0.032,-0.048,0.015,-0.041,0.005,-0.038,-0.002,-0.038,-0.010,-0.045,-0.027,-0.067,-0.184,-0.196,0.058,0.240
986,6811.378,300.806,6816.266,305.733,6803.193,309.438,3.891,7.010,7.826,9.133,8.087,4.345,0.979,-0.194,0.557,-0.824,-0.193,-0.973,-0.842,-0.523,-0.929,0.301,-0.282,0.911,0.630,0.493,0.350,-0.168,0.082,-0.150,0.011,-0.087,-0.007,-0.052,-0.012,-0.032,-0.012,-0.022,-0.012,-0.016,-0.012,-0.012,-0.012,-0.010
987,6802.280,299.542,6804.982,291.224,6816.246,305.688,2.059,5.259,13.860,13.077,7.250,1.651,0.976,-0.210,0.484,-0.864,-0.353,-0.912,-0.884,-0.218,-0.520,0.485,0.020,0.467,0.195,0.221,0.182,0.060,0.132,-0.014,0.090,-0.044,0.061,-0.056,0.041,-0.063,0.027,-0.072,0.015,-0.090,-0.009,-0.141,-0.101,-0.267
988,6806.509,301.544,6807.107,301.508,6812.050,302.446,4.449,7.986,11.201,13.331,5.716,1.386,0.976,-0.211,0.481,-0.870,-0.357,-0.916,-0.919,-0.258,-0.636,0.597,0.187,0.590,0.305,0.120,0.170,-0.035,0.085,-0.058,0.043,-0.054,0.022,-0.047,0.010,-0.042,0.002,-0.039,-0.004,-0.040,-0.012,-0.046,-0.021,-0.056
989,6805.943,295.026,6809.346,302.891,6810.069,295.295,2.478,9.529,9.104,7.685,6.589,2.358,0.981,-0.184,0.599,-0.794,-0.103,-0.982,-0.746,-0.625,-0.956,0.109,-0.460,0.808,0.377,0.579,0.363,0.046,0.175,-0.080,0.078,-0.081,0.033,-0.064,0.013,-0.049,0.002,-0.039,-0.003,-0.032,-0.007,-0.027,-0.009,-0.025
990,6810.718,309.877,6806.669,305.311,6813.406,307.505,4.859,8.224,11.782,7.462,5.785,3.463,0.978,-0.202,0.523,-0.840,-0.250,-0.947,-0.868,-0.440,-0.861,0.408,-0.094,0.869,0.544,0.322,0.294,-0.128,0.085,-0.133,0.016,-0.086,-0.005,-0.054,-0.011,-0.037,-0.014,-0.027,-0.015,-0.021,-0.017,-0.018,-0.019,-0.017
991,6802.739,302.947,6813.019,305.057,6808.335,299.131,2.214,4.859,11.022,9.484,8.311,3.093,0.980,-0.190,0.572,-0.808,-0.149,-0.972,-0.804,-0.565,-0.910,0.270,-0.227,0.747,0.294,0.418,0.293,0.075,0.175,-0.050,0.090,-0.073,0.043,-0.067,0.018,-0.056,0.005,-0.047,-0.003,-0.041,-0.009,-0.038,-0.013,-0.038
992,6813.902,305.139,6802.119,303.275,6803.688,310.526,3.282,4.092,14.543,12.993,9.511,3.035,0.971,-0.228,0.404,-0.897,-0.483,-0.840,-0.893,-0.008,-0.343,0.578,0.155,0.417,0.257,0.128,0.182,-0.031,0.096,-0.076,0.043,-0.076,0.015,-0.067,-0.002,-0.061,-0.015,-0.062,-0.034,-0.073,-0.089,-0.111,-0.379,-0.166
993,6813.669,307.136,6813.665,293.591,6802.525,291.122,3.239,6.420,7.492,9.021,4.394,3.673,0.984,-0.167,0.665,-0.740,0.056,-0.986,-0.576,-0.792,-0.949,-0.225,-0.834,0.492,-0.156,0.911,0.544,0.499,0.423,-0.069,0.161,-0.157,0.048,-0.116,0.008,-0.076,-0.006,-0.051,-0.011,-0.035,-0.012,-0.026,-0.013,-0.021
994,6805.612,306.601,6818.286,295.131,6808.589,300.103,4.367,6.873,11.000,7.571,7.004,3.805,0.978,-0.198,0.539,-0.829,-0.211,-0.955,-0.840,-0.500,-0.925,0.325,-0.221,0.938,0.629,0.405,0.321,-0.157,0.082,-0.143,0.013,-0.087,-0.006,-0.053,-0.012,-0.035,-0.013,-0.024,-0.013,-0.019,-0.014,-0.015,-0.015,-0.014
995,6815.696,297.556,6802.600,299.683,6810.166,302.428,2.255,8.584,8.310,13.680,7.459,4.690,0.975,-0.214,0.470,-0.874,-0.370,-0.917,-0.952,-0.255,-0.680,0.673,0.311,0.665,0.370,0.036,0.153,-0.094,0.055,-0.081,0.017,-0.059,0.002,-0.043,-0.005,-0.033,-0.009,-0.027,-0.012,-0.024,-0.016,-0.024,-0.022,-0.026
996,6818.745,292.922,6804.990,305.650,6805.918,295.916,1.033,7.414,11.343,9.938,4.307,4.428,0.981,-0.185,0.594,-0.798,-0.126,-0.976,-0.753,-0.562,-0.833,0.144,-0.398,0.609,0.160,0.548,0.329,0.172,0.218,-0.027,0.116,-0.071,0.060,-0.069,0.030,-0.060,0.014,-0.052,0.004,-0.047,-0.003,-0.045,-0.008,-0.046
997,6811.339,300.321,6807.698,310.728,6815.084,301.469,2.388,4.482,10.712,7.708,4.520,1.111,0.987,-0.154,0.710,-0.691,0.178,-0.964,-0.420,-0.873,-0.849,-0.419,-0.862,0.220,-0.420,0.644,0.086,0.582,0.285,0.292,0.262,0.079,0.187,-0.019,0.124,-0.054,0.080,-0.063,0.052,-0.063,0.034,-0.061,0.024,-0.060
998,6802.807,302.300,6817.191,293.579,6804.814,296.953,4.939,8.321,8.673,13.370,4.323,3.932,0.976,-0.207,0.495,-0.856,-0.302,-0.917,-0.872,-0.371,-0.816,0.476,0.050,0.849,0.508,0.199,0.243,-0.126,0.072,-0.121,0.012,-0.079,-0.006,-0.051,-0.012,-0.035,-0.014,-0.026,-0.016,-0.021,-0.018,-0.018,-0.021,-0.017
999,6805.405,300.181,6802.290,306.056,6803.292,290.118,3.390,7.383,6.829,9.872,6.667,1.472,0.983,-0.174,0.639,-0.764,-0.013,-0.993,-0.665,-0.722,-0.959,-0.065,-0.681,0.655,0.177,0.802,0.448,0.176,0.239,-0.063,0.109,-0.085,0.050,-0.071,0.022,-0.055,0.008,-0.043,0.001,-0.035,-0.003,-0.029,-0.006,-0.026
1000,6802.142,295.971,6817.138,303.797,6815.472,304.589,4.895,5.693,7.574,11.138,7.110,2.321,0.981,-0.188,0.582,-0.806,-0.144,-0.979,-0.786,-0.563,-0.890,0.183,-0.420,0.738,0.363,0.659,0.446,-0.002,0.166,-0.137,0.051,-0.103,0.012,-0.068,-0.002,-0.047,-0.008,-0.034,-0.010,-0.026,-0.012,-0.021,-0.013,-0.019
1001,6812.558,301.685,6812.166,303.748,6808.175,290.560,4.465,7.265,6.575,12.802,6.944,1.736,0.980,-0.192,0.565,-0.819,-0.184,-0.967,-0.797,-0.509,-0.863,0.222,-0.350,0.784,0.448,0.518,0.347,-0.031,0.139,-0.104,0.054,-0.083,0.020,-0.061,0.005,-0.046,-0.003,-0.036,-0.007,-0.030,-0.010,-0.027,-0.013,-0.026
1002,6803.594,309.525,6805.732,299.893,6816.215,293.167,3.389,5.338,13.436,14.783,9.546,2.763,0.970,-0.235,0.368,-0.919,-0.564,-0.796,-0.868,0.118,-0.226,0.602,0.225,0.344,0.241,0.053,0.138,-0.056,0.065,-0.071,0.027,-0.064,0.007,-0.056,-0.005,-0.052,-0.016,-0.055,-0.035,-0.069,-0.107,-0.125,-0.774,0.141
1003,6814.722,290.566,6801.211,299.847,6801.220,295.612,2.816,6.297,10.486,14.962,8.775,3.931,0.972,-0.226,0.414,-0.903,-0.484,-0.858,-0.941,-0.036,-0.375,0.689,0.277,0.429,0.278,0.041,0.139,-0.070,0.058,-0.074,0.021,-0.059,0.004,-0.047,-0.005,-0.040,-0.012,-0.037,-0.020,-0.039,-0.036,-0.049,-0.074,-0.075
1004,6808.142,299.687,6808.894,308.336,6814.027,301.171,3.408,7.700,11.996,10.100,8.901,3.293,0.974,-0.218,0.450,-0.882,-0.401,-0.900,-0.966,-0.203,-0.609,0.730,0.362,0.589,0.341,0.006,0.136,-0.095,0.047,-0.079,0.013,-0.056,-0.000,-0.041,-0.006,-0.031,-0.010,-0.026,-0.013,-0.024,-0.018,-0.024,-0.024,-0.027
1005,6811.101,294.786,6805.357,293.133,6811.476,305.456,4.823,5.773,6.215,13.629,6.765,2.796,0.979,-0.193,0.559,-0.821,-0.194,-0.958,-0.790,-0.489,-0.821,0.219,-0.371,0.689,0.323,0.644,0.470,0.003,0.169,-0.156,0.045,-0.113,0.006,-0.074,-0.007,-0.050,-0.012,-0.036,-0.015,-0.029,-0.017,-0.024,-0.020,-0.023
1006,6801.231,292.703,6803.760,300.545,6812.754,291.854,4.826,7.339,10.333,13.973,4.674,3.372,0.975,-0.213,0.470,-0.871,-0.355,-0.895,-0.883,-0.283,-0.713,0.537,0.137,0.743,0.435,0.141,0.210,-0.103,0.072,-0.105,0.018,-0.075,-0.002,-0.052,-0.010,-0.038,-0.014,-0.031,-0.017,-0.027,-0.023,-0.026,-0.030,-0.028
1007,6811.462,301.968,6804.687,308.693,6806.299,296.716,3.541,8.275,8.293,10.495,4.728,1.101,0.983,-0.177,0.629,-0.772,-0.037,-0.992,-0.697,-0.700,-0.980,0.015,-0.529,0.743,0.242,0.593,0.324,0.144,0.198,-0.018,0.110,-0.053,0.061,-0.055,0.034,-0.049,0.019,-0.043,0.010,-0.038,0.004,-0.035,0.000,-0.034
1008,6804.135,293.124,6810.052,298.242,6811.788,301.608,2.992,7.200,9.061,9.020,5.732,4.291,0.981,-0.186,0.592,-0.800,-0.117,-0.982,-0.766,-0.614,-0.964,0.139,-0.467,0.827,0.435,0.667,0.447,-0.020,0.163,-0.144,0.047,-0.106,0.008,-0.068,-0.005,-0.045,-0.010,-0.031,-0.011,-0.023,-0.012,-0.018,-0.012,-0.016
1009,6817.835,302.356,6817.070,296.243,6804.425,307.553,1.291,5.982,8.627,14.268,9.411,2.536,0.978,-0.202,0.520,-0.848,-0.286,-0.945,-0.891,-0.343,-0.657,0.485,0.015,0.549,0.225,0.233,0.189,0.051,0.127,-0.019,0.081,-0.042,0.052,-0.048,0.034,-0.050,0.021,-0.052,0.012,-0.057,0.002,-0.069,-0.010,-0.090
1010,6818.540,308.904,6815.418,290.771,6814.976,291.354,1.860,6.068,6.691,13.591,8.800,1.095,0.981,-0.185,0.591,-0.800,-0.130,-0.971,-0.754,-0.554,-0.821,0.174,-0.323,0.590,0.137,0.445,0.239,0.173,0.188,0.026,0.125,-0.030,0.081,-0.048,0.053,-0.053,0.035,-0.054,0.023,-0.056,0.013,-0.060,0.006,-0.068
1011,6803.776,292.619,6811.639,296.827,6811.078,303.268,1.877,4.343,13.882,14.809,7.464,3.346,0.974,-0.220,0.437,-0.888,-0.434,-0.858,-0.862,-0.101,-0.425,0.514,0.077,0.433,0.214,0.181,0.183,0.028,0.125,-0.038,0.079,-0.061,0.047,-0.069,0.026,-0.073,0.009,-0.083,-0.013,-0.109,-0.087,-0.193,-0.649,-0.177
1012,6814.724,298.523,6817.693,300.841,6802.418,297.120,2.572,9.131,6.083,11.610,7.766,4.904,0.978,-0.201,0.529,-0.839,-0.248,-0.955,-0.870,-0.443,-0.878,0.391,-0.110,0.941,0.610,0.254,0.252,-0.145,0.070,-0.119,0.015,-0.075,-0.003,-0.048,-0.008,-0.033,-0.010,-0.024,-0.012,-0.019,-0.013,-0.016,-0.014,-0.014
1013,6808.645,310.841,6814.718,294.550,6818.602,292.115,2.262,5.728,11.530,11.559,8.320,4.030,0.976,-0.209,0.489,-0.863,-0.333,-0.927,-0.925,-0.297,-0.669,0.587,0.147,0.622,0.330,0.158,0.198,-0.040,0.094,-0.074,0.041,-0.066,0.015,-0.053,0.002,-0.043,-0.005,-0.037,-0.011,-0.034,-0.017,-0.034,-0.023,-0.037
1014,6815.270,296.025,6802.667,310.085,6802.516,304.875,3.392,9.224,13.439,12.620,7.305,1.508,0.972,-0.226,0.411,-0.904,-0.490,-0.859,-0.964,-0.011,-0.294,0.723,0.276,0.336,0.218,0.037,0.119,-0.039,0.063,-0.050,0.034,-0.047,0.018,-0.044,0.009,-0.042,0.001,-0.045,-0.008,-0.055,-0.028,-0.085,-0.098,-0.167
1015,6818.095,296.010,6806.945,303.236,6813.223,304.858,4.252,5.833,12.536,8.063,4.074,1.182,0.982,-0.178,0.622,-0.766,-0.028,-0.970,-0.654,-0.695,-0.930,-0.042,-0.595,0.624,0.103,0.664,0.344,0.247,0.253,0.012,0.149,-0.058,0.085,-0.069,0.048,-0.066,0.027,-0.060,0.014,-0.056,0.005,-0.056,-0.002,-0.060
1016,6817.092,295.639,6805.689,297.309,6810.283,307.968,1.823,6.493,9.868,10.821,5.434,4.606,0.980,-0.188,0.581,-0.807,-0.145,-0.975,-0.783,-0.567,-0.910,0.199,-0.342,0.776,0.350,0.509,0.346,0.046,0.173,-0.082,0.076,-0.085,0.030,-0.068,0.010,-0.052,-0.001,-0.041,-0.006,-0.034,-0.010,-0.030,-0.013,-0.028
1017,6815.179,307.389,6818.537,295.927,6805.158,308.866,4.983,8.002,9.799,13.586,7.085,3.268,0.973,-0.223,0.426,-0.897,-0.452,-0.871,-0.949,-0.125,-0.551,0.734,0.423,0.581,0.342,-0.056,0.108,-0.115,0.028,-0.079,0.002,-0.051,-0.007,-0.035,-0.010,-0.026,-0.012,-0.021,-0.015,-0.019,-0.019,-0.019,-0.025,-0.021
1018,6801.173,298.777,6818.606,305.188,6807.033,300.647,2.507,5.568,8.622,13.563,5.944,2.030,0.981,-0.185,0.595,-0.797,-0.119,-0.979,-0.759,-0.581,-0.862,0.164,-0.357,0.636,0.169,0.498,0.292,0.171,0.212,-0.004,0.126,-0.059,0.070,-0.068,0.038,-0.063,0.019,-0.057,0.007,-0.054,-0.002,-0.053,-0.008,-0.056
1019,6809.863,306.994,6803.735,293.016,6815.486,305.443,3.497,4.373,7.811,11.822,8.589,2.785,0.980,-0.189,0.577,-0.810,-0.159,-0.979,-0.810,-0.527,-0.825,0.252,-0.292,0.635,0.198,0.501,0.351,0.146,0.225,-0.071,0.096,-0.103,0.033,-0.083,0.007,-0.062,-0.005,-0.047,-0.011,-0.037,-0.015,-0.032,-0.017,-0.029
1020,6814.301,310.820,6802.529,301.093,6816.345,292.119,4.078,7.471,11.012,11.921,4.969,2.518,0.978,-0.202,0.521,-0.846,-0.270,-0.942,-0.870,-0.399,-0.796,0.440,-0.012,0.753,0.388,0.260,0.250,-0.035,0.114,-0.086,0.047,-0.075,0.016,-0.058,0.002,-0.046,-0.005,-0.038,-0.010,-0.033,-0.015,-0.032,-0.020,-0.033
1021,6813.211,299.959,6803.846,297.870,6815.282,309.393,2.922,4.848,13.959,13.689,4.721,4.030,0.975,-0.212,0.468,-0.868,-0.349,-0.864,-0.798,-0.266,-0.634,0.382,-0.083,0.608,0.302,0.328,0.288,0.021,0.159,-0.089,0.072,-0.099,0.026,-0.086,0.003,-0.074,-0.013,-0.069,-0.029,-0.073,-0.064,-0.097,-0.177,-0.158
1022,6813.538,294.125,6817.061,293.318,6806.977,294.903,1.170,5.176,14.071,8.056,8.325,3.581,0.978,-0.198,0.536,-0.824,-0.207,-0.937,-0.812,-0.485,-0.858,0.340,-0.104,0.733,0.303,0.318,0.244,0.047,0.149,-0.038,0.087,-0.058,0.051,-0.060,0.030,-0.058,0.016,-0.058,0.005,-0.061,-0.008,-0.074,-0.029,-0.097
1023,6806.944,303.225,6812.431,303.086,6815.775,304.939,2.464,7.329,6.367,10.288,4.276,4.057,0.984,-0.169,0.660,-0.742,0.050,-0.985,-0.586,-0.790,-0.961,-0.206,-0.821,0.525,-0.104,0.914,0.549,0.442,0.391,-0.073,0.153,-0.145,0.050,-0.110,0.011,-0.075,-0.004,-0.052,-0.009,-0.037,-0.012,-0.028,-0.012,-0.023
1024,6813.602,304.703,6805.943,290.697,6815.349,293.150,1.308,6.876,10.053,14.478,7.356,2.838,0.977,-0.206,0.504,-0.857,-0.318,-0.937,-0.915,-0.297,-0.616,0.545,0.079,0.532,0.240,0.192,0.180,0.026,0.114,-0.030,0.070,-0.046,0.043,-0.049,0.027,-0.049,0.016,-0.050,0.007,-0.055,-0.002,-0.068,-0.016,-0.091
1025,6815.925,300.527,6817.714,310.767,6802.329,295.843,1.054,8.693,6.704,10.355,7.646,3.996,0.981,-0.185,0.596,-0.795,-0.107,-0.982,-0.753,-0.622,-0.971,0.122,-0.436,0.864,0.430,0.518,0.331,0.018,0.156,-0.073,0.072,-0.072,0.034,-0.058,0.015,-0.046,0.005,-0.037,-0.001,-0.031,-0.004,-0.028,-0.007,-0.026
1026,6809.451,290.542,6806.987,298.689,6803.663,295.440,3.284,9.807,8.761,11.927,5.420,2.300,0.978,-0.199,0.536,-0.837,-0.241,-0.960,-0.881,-0.448,-0.853,0.452,0.022,0.780,0.381,0.233,0.231,-0.030,0.109,-0.073,0.049,-0.066,0.020,-0.053,0.006,-0.042,-0.001,-0.035,-0.006,-0.030,-0.010,-0.028,-0.013,-0.028
1027,6808.041,305.505,6818.951,298.666,6817.604,303.950,4.076,7.943,13.935,14.092,9.306,2.000,0.967,-0.245,0.325,-0.936,-0.634,-0.754,-0.885,0.248,-0.040,0.681,0.311,0.192,0.179,-0.031,0.080,-0.062,0.035,-0.055,0.014,-0.046,0.003,-0.041,-0.005,-0.040,-0.013,-0.045,-0.031,-0.062,-0.120,-0.133,-0.153,0.629
1028,6815.950,299.968,6811.719,298.175,6815.110,304.570,1.269,4.150,13.205,10.745,7.647,4.715,0.978,-0.202,0.520,-0.841,-0.258,-0.931,-0.847,-0.405,-0.764,0.425,-0.022,0.650,0.276,0.267,0.221,0.040,0.138,-0.037,0.081,-0.057,0.047,-0.059,0.026,-0.056,0.012,-0.055,0.001,-0.056,-0.011,-0.063,-0.025,-0.076
1029,6812.677,306.523,6811.011,304.451,6815.859,301.046,3.123,7.779,7.317,8.527,6.865,1.356,0.984,-0.171,0.650,-0.754,0.016,-0.992,-0.633,-0.754,-0.968,-0.125,-0.746,0.630,0.139,0.840,0.449,0.207,0.250,-0.048,0.119,-0.080,0.057,-0.069,0.027,-0.055,0.012,-0.043,0.004,-0.035,-0.001,-0.030,-0.004,-0.027
1030,6808.522,304.594,6811.131,304.038,6804.445,303.666,3.546,8.645,13.444,8.752,4.624,1.108,0.979,-0.194,0.554,-0.822,-0.197,-0.960,-0.828,-0.486,-0.821,0.341,-0.131,0.671,0.257,0.333,0.234,0.073,0.151,-0.021,0.093,-0.048,0.057,-0.053,0.037,-0.053,0.023,-0.053,0.014,-0.057,0.006,-0.070,-0.005,-0.094
1031,6813.316,300.035,6816.358,295.542,6809.427,293.429,4.505,8.941,7.082,12.125,5.363,4.819,0.977,-0.204,0.513,-0.847,-0.270,-0.940,-0.879,-0.423,-0.882,0.437,-0.054,0.969,0.680,0.221,0.237,-0.202,0.042,-0.133,-0.003,-0.073,-0.013,-0.043,-0.014,-0.027,-0.014,-0.018,-0.013,-0.014,-0.013,-0.011,-0.014,-0.010
1032,6806.702,292.171,6813.922,305.934,6804.516,309.443,3.175,4.415,13.220,7.782,7.487,4.008,0.979,-0.196,0.544,-0.815,-0.176,-0.938,-0.777,-0.536,-0.917,0.228,-0.305,0.824,0.408,0.508,0.384,0.008,0.175,-0.122,0.062,-0.110,0.016,-0.081,-0.003,-0.059,-0.012,-0.045,-0.017,-0.038,-0.023,-0.035,-0.029,-0.036
1033,6813.680,294.074,6818.694,296.304,6815.176,307.556,3.219,7.782,9.332,7.391,4.040,4.837,0.983,-0.178,0.624,-0.775,-0.044,-0.986,-0.688,-0.686,-0.936,-0.009,-0.608,0.619,0.050,0.779,0.545,0.327,0.344,-0.146,0.098,-0.162,0.016,-0.103,-0.008,-0.063,-0.014,-0.041,-0.015,-0.028,-0.015,-0.021,-0.015,-0.017
1034,6805.882,303.680,6803.731,291.721,6818.012,293.187,3.497,4.009,13.546,12.943,5.545,1.455,0.978,-0.199,0.528,-0.834,-0.247,-0.922,-0.782,-0.384,-0.680,0.274,-0.221,0.536,0.154,0.405,0.261,0.152,0.204,-0.006,0.128,-0.063,0.075,-0.076,0.043,-0.077,0.023,-0.078,0.007,-0.085,-0.011,-0.106,-0.041,-0.149
1035,6808.822,309.045,6804.656,292.035,6817.761,299.275,3.871,5.545,11.863,11.992,6.536,4.727,0.975,-0.214,0.465,-0.873,-0.362,-0.892,-0.891,-0.269,-0.696,0.553,0.141,0.738,0.455,0.138,0.210,-0.122,0.061,-0.112,0.010,-0.074,-0.007,-0.049,-0.013,-0.035,-0.015,-0.027,-0.018,-0.023,-0.022,-0.022,-0.028,-0.023
1036,6813.607,305.262,6808.166,294.735,6818.616,310.170,3.947,8.528,6.155,9.994,5.644,2.634,0.982,-0.178,0.623,-0.776,-0.046,-0.988,-0.693,-0.692,-0.971,-0.019,-0.668,0.717,0.278,0.865,0.529,0.084,0.220,-0.133,0.076,-0.113,0.023,-0.077,0.003,-0.053,-0.005,-0.037,-0.008,-0.028,-0.010,-0.022,-0.011,-0.019
1037,6812.815,302.687,6801.560,292.191,6813.748,297.958,3.114,9.225,14.649,9.430,7.418,3.140,0.972,-0.225,0.417,-0.896,-0.457,-0.859,-0.943,-0.099,-0.465,0.725,0.333,0.474,0.294,0.017,0.133,-0.078,0.054,-0.074,0.020,-0.058,0.004,-0.047,-0.005,-0.040,-0.012,-0.039,-0.022,-0.044,-0.051,-0.069,-0.288,-0.141
1038,6813.489,294.600,6807.166,298.278,6808.985,290.668,4.098,8.396,12.361,10.276,6.345,4.223,0.974,-0.219,0.443,-0.887,-0.415,-0.887,-0.946,-0.186,-0.613,0.690,0.343,0.660,0.396,-0.013,0.134,-0.127,0.033,-0.090,0.002,-0.057,-0.008,-0.038,-0.011,-0.028,-0.013,-0.022,-0.016,-0.019,-0.020,-0.019,-0.026,-0.021
1039,6803.825,293.703,6816.765,295.331,6801.104,299.368,4.116,4.335,14.251,11.079,8.323,4.746,0.972,-0.226,0.411,-0.889,-0.435,-0.844,-0.914,-0.136,-0.519,0.661,0.257,0.570,0.375,0.065,0.173,-0.115,0.051,-0.105,0.006,-0.072,-0.010,-0.050,-0.016,-0.038,-0.021,-0.032,-0.028,-0.031,-0.044,-0.036,-0.085,-0.050
1040,6801.117,307.018,6807.367,291.734,6812.985,298.145,2.338,9.309,9.566,12.492,4.491,2.481,0.979,-0.195,0.553,-0.825,-0.206,-0.968,-0.853,-0.477,-0.819,0.377,-0.105,0.683,0.281,0.329,0.250,0.054,0.151,-0.043,0.082,-0.063,0.042,-0.060,0.021,-0.053,0.008,-0.047,-0.000,-0.043,-0.007,-0.042,-0.013,-0.044
1041,6803.452,310.617,6813.555,303.115,6805.720,300.766,2.389,6.330,12.371,8.624,7.575,3.376,0.978,-0.198,0.540,-0.828,-0.213,-0.952,-0.837,-0.485,-0.883,0.355,-0.113,0.814,0.402,0.330,0.280,-0.016,0.133,-0.085,0.058,-0.079,0.023,-0.063,0.006,-0.050,-0.003,-0.041,-0.009,-0.036,-0.014,-0.035,-0.020,-0.037
1042,6808.035,305.951,6813.036,292.382,6813.811,294.712,1.904,8.943,10.766,14.459,4.860,2.042,0.977,-0.205,0.507,-0.854,-0.309,-0.937,-0.901,-0.302,-0.613,0.505,0.032,0.526,0.224,0.222,0.188,0.046,0.126,-0.023,0.081,-0.046,0.051,-0.052,0.032,-0.054,0.020,-0.056,0.009,-0.062,-0.002,-0.078,-0.019,-0.105
1043,6815.314,299.937,6816.091,301.200,6818.678,309.518,2.327,6.972,8.498,10.047,8.625,3.864,0.979,-0.195,0.554,-0.826,-0.201,-0.971,-0.849,-0.507,-0.917,0.349,-0.125,0.875,0.459,0.318,0.276,-0.051,0.114,-0.095,0.043,-0.076,0.014,-0.055,0.001,-0.040,-0.005,-0.031,-0.008,-0.025,-0.010,-0.022,-0.012,-0.020
1044,6813.835,301.899,6804.846,302.597,6805.797,291.574,4.684,5.302,13.011,14.017,7.938,4.189,0.970,-0.235,0.368,-0.915,-0.529,-0.797,-0.902,0.025,-0.349,0.700,0.350,0.450,0.319,-0.033,0.112,-0.118,0.026,-0.086,-0.002,-0.057,-0.011,-0.040,-0.016,-0.032,-0.020,-0.028,-0.028,-0.029,-0.048,-0.037,-0.104,-0.057
